source_row_id,source_row_index,sample_id,source_name,source_release_id,audio_locator,audio_path_raw,speaker_id_raw,speaker_id,duration_sec_metadata,accent_raw,accent,emotion_raw,emotion_id_raw,emotion,emotion_id,gender_raw,gender,embedded_audio_present,audio_readable,audio_sha256,file_size_bytes,sample_rate_hz,num_channels,sample_width_bytes,num_frames,duration_sec_measured,compression_type,peak_amplitude_ratio,clipped_sample_count,clipped_sample_ratio,possible_clipping,silent_frame_ratio,high_silence_ratio,duration_delta_sec,duplicate_content_group,requires_review,audit_issue
hf_row_000715,715,visec_hf_000715,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=715,00715.wav,0,0,1.045,south,south,happy,0,happy,0,female,female,True,True,ec3e5c71db7c96e336d60adbfb5652e168ecab927ff6df2fa845dad2ae471890,33484,16000,1,2,16720,1.045,NONE,0.088348388671875,0,0.0,False,0.6792452830188679,True,0.0,,True,high_silence_ratio
hf_row_000716,716,visec_hf_000716,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=716,00716.wav,0,0,2.36,south,south,sad,2,sad,2,female,female,True,True,18fc1baf087be4378698c8eb2178fe468611e2bdbed784722dac849f6ee27502,75564,16000,1,2,37760,2.36,NONE,0.077423095703125,0,0.0,False,0.6271186440677966,True,0.0,,True,high_silence_ratio
hf_row_000717,717,visec_hf_000717,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=717,00717.wav,15,15,1.28,south,south,happy,0,happy,0,male,male,True,True,4a35190b53a30ae19fec28498b7b97d8e9be9257c562744e0dbd180008bd7e92,41038,16000,1,2,20480,1.28,NONE,0.319305419921875,0,0.0,False,0.015625,False,0.0,dup_0073,True,duplicate_audio;speaker_accent_conflict
hf_row_000718,718,visec_hf_000718,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=718,00718.wav,28,28,1.792,south,south,neutral,1,neutral,1,male,male,True,True,7f383e5251a0c59716724d3c27bf84f9a7457046bd99b0a04916dcc4a6e983e3,57422,16000,1,2,28672,1.792,NONE,0.535003662109375,0,0.0,False,0.1,False,0.0,,True,speaker_accent_conflict
hf_row_000719,719,visec_hf_000719,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=719,00719.wav,0,0,2.1060625,south,south,neutral,1,neutral,1,female,female,True,True,ed55654cc84759192f5ec1ec63ede5a8619e910ca437ea3e3752371dbcd8170a,67438,16000,1,2,33697,2.1060625,NONE,0.08026123046875,0,0.0,False,0.36792452830188677,False,0.0,,False,
hf_row_000720,720,visec_hf_000720,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=720,00720.wav,0,0,2.22,south,south,happy,0,happy,0,female,female,True,True,9e2e5b5e46aa7c9e467aaf86b37b49a5a7d8c4a78056c1f7ad8bbb4adfd9d389,71084,16000,1,2,35520,2.22,NONE,0.08990478515625,0,0.0,False,0.4864864864864865,False,0.0,,False,
hf_row_000721,721,visec_hf_000721,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=721,00721.wav,0,0,2.11,south,south,neutral,1,neutral,1,female,female,True,True,001d30c2efdcd7922639a4336ad6c1f7433a7b7efe1dfc9c7c48d5d27d9e5456,67564,16000,1,2,33760,2.11,NONE,0.35791015625,0,0.0,False,0.33962264150943394,False,0.0,,False,
hf_row_000722,722,visec_hf_000722,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=722,00722.wav,0,0,1.327,south,south,sad,2,sad,2,female,female,True,True,0af44ea9a35e14e5d73c104ed4a0a96c2ca0c3da1f753c03b905500cafa0cc98,42508,16000,1,2,21232,1.327,NONE,0.10101318359375,0,0.0,False,0.43283582089552236,False,0.0,,False,
hf_row_000723,723,visec_hf_000723,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=723,00723.wav,105,105,1.984,south,south,neutral,1,neutral,1,female,female,True,True,5066befb15595031d8ecbfaa8424cbde632ce42cef1fe2a8a703d6d662c5a90a,63566,16000,1,2,31744,1.984,NONE,0.688323974609375,0,0.0,False,0.0,False,0.0,,False,
hf_row_000724,724,visec_hf_000724,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=724,00724.wav,19,19,2.368,north,north,sad,2,sad,2,female,female,True,True,400528fd54f93ffbb6da1a06e04507fa9fbdf94539939b13602e4ce980df0934,75854,16000,1,2,37888,2.368,NONE,1.0,5,0.0001319679054054054,False,0.0,False,0.0,,False,
hf_row_000725,725,visec_hf_000725,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=725,00725.wav,0,0,1.367,south,south,happy,0,happy,0,female,female,True,True,5ba9d8296deb23634f4e2ea0ea26a92767d85a5f54be87c721b7dfa080da1413,43788,16000,1,2,21872,1.367,NONE,0.172027587890625,0,0.0,False,0.3333333333333333,False,0.0,,False,
hf_row_000726,726,visec_hf_000726,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=726,00726.wav,0,0,2.02,south,south,neutral,1,neutral,1,female,female,True,True,874d7f1dff6a40e7751bedd64b24c11e97527e182c03215125bb93cac6811210,64684,16000,1,2,32320,2.02,NONE,0.364013671875,0,0.0,False,0.12871287128712872,False,0.0,,False,
hf_row_000727,727,visec_hf_000727,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=727,00727.wav,39,39,1.92,south,south,neutral,1,neutral,1,female,female,True,True,25f79af8d337e253a36e6af8dbeab0005edaf5012a331639b628e708638b51e9,61518,16000,1,2,30720,1.92,NONE,0.8228759765625,0,0.0,False,0.15625,False,0.0,,False,
hf_row_000728,728,visec_hf_000728,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=728,00728.wav,71,71,3.2,south,south,sad,2,sad,2,female,female,True,True,d3f8080dcd13a3a556cdd8db0e85232ca9b59bc44856d3c9b13bf4b87c531ef9,102478,16000,1,2,51200,3.2,NONE,0.475830078125,0,0.0,False,0.34375,False,0.0,,False,
hf_row_000729,729,visec_hf_000729,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=729,00729.wav,106,106,4.8,mid,central,angry,3,angry,3,female,female,True,True,3f61a418b63176bea9d87a0e71a7e2b70cbba2d7e1d8092d47019c169b6d6f29,153678,16000,1,2,76800,4.8,NONE,1.0,16,0.00020833333333333335,False,0.1875,False,0.0,,False,
hf_row_000730,730,visec_hf_000730,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=730,00730.wav,85,85,3.008,south,south,neutral,1,neutral,1,male,male,True,True,2aecabb26c97888b4859260f18d185f52e1d54e1aa5c431edac34ff673865752,96334,16000,1,2,48128,3.008,NONE,0.672027587890625,0,0.0,False,0.2185430463576159,False,0.0,,False,
hf_row_000731,731,visec_hf_000731,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=731,00731.wav,0,0,1.32,south,south,angry,3,angry,3,female,female,True,True,b56860eee2a5c0dedf39f67dba97388baefe1634d55c46387734fbe30820853d,42284,16000,1,2,21120,1.32,NONE,0.1915283203125,0,0.0,False,0.3181818181818182,False,0.0,,False,
hf_row_000732,732,visec_hf_000732,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=732,00732.wav,0,0,2.84,south,south,sad,2,sad,2,female,female,True,True,76f4c3828a482583e877595596396a12cfe222ef72a01bff460983b1b325167d,90924,16000,1,2,45440,2.84,NONE,0.086822509765625,0,0.0,False,0.43661971830985913,False,0.0,,False,
hf_row_000733,733,visec_hf_000733,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=733,00733.wav,14,14,1.344,north,north,happy,0,happy,0,male,male,True,True,64f26c1bf74e55022258080306f617bfa20d13e6bbed67e9d017cd3e132f464a,43086,16000,1,2,21504,1.344,NONE,0.70013427734375,0,0.0,False,0.0,False,0.0,,False,
hf_row_000734,734,visec_hf_000734,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=734,00734.wav,0,0,1.9,south,south,sad,2,sad,2,female,female,True,True,f119d7a477b5185de9c4b51b24bed7ed3c265989539148294ae6bd14cb94f841,60844,16000,1,2,30400,1.9,NONE,0.402587890625,0,0.0,False,0.3473684210526316,False,0.0,,False,
hf_row_000735,735,visec_hf_000735,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=735,00735.wav,0,0,2.75,south,south,angry,3,angry,3,female,female,True,True,48c9b42fe534c834fb833e2c93d263d51d0d943e5c4e86dbd83969494ff177ec,88044,16000,1,2,44000,2.75,NONE,0.628692626953125,0,0.0,False,0.4492753623188406,False,0.0,,False,
hf_row_000736,736,visec_hf_000736,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=736,00736.wav,0,0,2.4670625,south,south,angry,3,angry,3,female,female,True,True,0c4a59967402f0ff0bb8bfb7c0b7894363cbceb18a62217ec40e2f1912e01912,78990,16000,1,2,39473,2.4670625,NONE,0.173675537109375,0,0.0,False,0.5161290322580645,False,0.0,,False,
hf_row_000737,737,visec_hf_000737,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=737,00737.wav,83,83,1.024,south,south,sad,2,sad,2,female,female,True,True,2a9a6197c2cdde449c5bd6a9fbdb7cd6c7fc19dbe8864e9b45110673cffcce48,32846,16000,1,2,16384,1.024,NONE,0.1947021484375,0,0.0,False,0.5384615384615384,False,0.0,,False,
hf_row_000738,738,visec_hf_000738,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=738,00738.wav,0,0,2.123,south,south,neutral,1,neutral,1,female,female,True,True,648dea93b3ab44a8b59d8a4bbe44044de287c19317780126c3c9df51b644b7ba,67980,16000,1,2,33968,2.123,NONE,0.18280029296875,0,0.0,False,0.18691588785046728,False,0.0,,False,
hf_row_000739,739,visec_hf_000739,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=739,00739.wav,6,6,3.136,mid,central,neutral,1,neutral,1,female,female,True,True,20e4158b467bdef40eb8a46a263650a7d89bf032e4b453b7d66bf8f106ee64de,100430,16000,1,2,50176,3.136,NONE,0.292999267578125,0,0.0,False,0.17197452229299362,False,0.0,,False,
hf_row_000740,740,visec_hf_000740,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=740,00740.wav,3,3,1.792,north,north,happy,0,happy,0,female,female,True,True,2d3edbad3bf8d1c9e535b6203111298fa1fad63411013976c0d1062253ac3840,57422,16000,1,2,28672,1.792,NONE,0.558135986328125,0,0.0,False,0.0,False,0.0,dup_0043,True,duplicate_audio
hf_row_000741,741,visec_hf_000741,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=741,00741.wav,0,0,3.2920625,south,south,happy,0,happy,0,female,female,True,True,c0c0de0d719fabae00ec56481abc5492dbb59d5c787153304cca63ce46a1cf2d,105390,16000,1,2,52673,3.2920625,NONE,0.114471435546875,0,0.0,False,0.509090909090909,False,0.0,,False,
hf_row_000742,742,visec_hf_000742,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=742,00742.wav,90,90,1.984,north,north,happy,0,happy,0,male,male,True,True,b7635773dcf64c6bb6d676e9b85349a6b7a02f30083a44dba24baeb6782a14f9,63566,16000,1,2,31744,1.984,NONE,0.354827880859375,0,0.0,False,0.47,False,0.0,dup_0213,True,duplicate_audio
hf_row_000743,743,visec_hf_000743,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=743,00743.wav,0,0,2.1,south,south,neutral,1,neutral,1,female,female,True,True,6cda1065a53701ac871117322d2154a4bab3e897a2068fe8a80bd9edf5d33fc5,67244,16000,1,2,33600,2.1,NONE,0.1043701171875,0,0.0,False,0.29523809523809524,False,0.0,,False,
hf_row_000744,744,visec_hf_000744,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=744,00744.wav,0,0,1.282,south,south,angry,3,angry,3,female,female,True,True,6dbde3d1698c476a034d40afe21f87c29c5749dd567bbdf20a70072f2658e2c2,41068,16000,1,2,20512,1.282,NONE,0.1424560546875,0,0.0,False,0.3384615384615385,False,0.0,,False,
hf_row_000745,745,visec_hf_000745,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=745,00745.wav,0,0,2.11,south,south,neutral,1,neutral,1,female,female,True,True,3105f083a2c9263055dd61cefa52ab06965e0aaaa7bf4d8a2e60f841840e5ed1,67564,16000,1,2,33760,2.11,NONE,0.12249755859375,0,0.0,False,0.39622641509433965,False,0.0,,False,
hf_row_000746,746,visec_hf_000746,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=746,00746.wav,83,83,1.792,south,south,sad,2,sad,2,female,female,True,True,b6140997be795683577d2976a18359d6050a674abbc49021e1028963100cdcf4,57422,16000,1,2,28672,1.792,NONE,0.0892333984375,0,0.0,False,0.5555555555555556,False,0.0,,False,
hf_row_000747,747,visec_hf_000747,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=747,00747.wav,68,68,2.816,south,south,happy,0,happy,0,female,female,True,True,d9eac868b90ba32db87288ba38b65bd946e5e0aed886461717dab149c08d31ae,90190,16000,1,2,45056,2.816,NONE,0.1541748046875,0,0.0,False,0.425531914893617,False,0.0,dup_0243,True,duplicate_audio
hf_row_000748,748,visec_hf_000748,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=748,00748.wav,49,49,1.472,south,south,sad,2,sad,2,female,female,True,True,fad37f896f489fde515648d9c618a217110951079e819756d1f724d180a44bc4,47182,16000,1,2,23552,1.472,NONE,0.1156005859375,0,0.0,False,0.6081081081081081,True,0.0,,True,high_silence_ratio
hf_row_000749,749,visec_hf_000749,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=749,00749.wav,38,38,1.088,south,south,sad,2,sad,2,male,male,True,True,dd0c1a8d9005a0a6c9489ede766fbc84f5cd6c5296206d5afa24687c0afa73eb,34894,16000,1,2,17408,1.088,NONE,0.4974365234375,0,0.0,False,0.0,False,0.0,,True,speaker_accent_conflict
hf_row_000750,750,visec_hf_000750,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=750,00750.wav,46,46,1.6,north,north,neutral,1,neutral,1,male,male,True,True,d943197de53f52b801567fe2cac06c5885b75bd1b71c8274e8e4779c4ea2bc0c,51278,16000,1,2,25600,1.6,NONE,0.874725341796875,0,0.0,False,0.0125,False,0.0,,False,
hf_row_000751,751,visec_hf_000751,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=751,00751.wav,15,15,1.664,south,south,happy,0,happy,0,male,male,True,True,6d8e77b48ebccd83c8e25635ea2b8fa3f13476a5ee63edc2e2f242a7a130248a,53326,16000,1,2,26624,1.664,NONE,0.961273193359375,0,0.0,False,0.15476190476190477,False,0.0,dup_0129,True,duplicate_audio;speaker_accent_conflict
hf_row_000752,752,visec_hf_000752,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=752,00752.wav,44,44,3.968,south,south,neutral,1,neutral,1,female,female,True,True,f3a6081e749404d61bcb75273d8e9202108e1db06a54cfc4924ea41c78281b76,127054,16000,1,2,63488,3.968,NONE,0.382080078125,0,0.0,False,0.0,False,0.0,,False,
hf_row_000753,753,visec_hf_000753,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=753,00753.wav,0,0,2.01,south,south,neutral,1,neutral,1,female,female,True,True,6926d0f9e659f6541cb39f9c30a54986d31b315b0f284ee87ad03ba2b88bc635,64364,16000,1,2,32160,2.01,NONE,0.144744873046875,0,0.0,False,0.37623762376237624,False,0.0,,False,
hf_row_000754,754,visec_hf_000754,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=754,00754.wav,32,32,2.816,south,south,sad,2,sad,2,female,female,True,True,875e32d5ec0f61bcbe38418c177275ed7cd0765f13893ae3b9cdfc03733da965,90190,16000,1,2,45056,2.816,NONE,0.9681396484375,0,0.0,False,0.07092198581560284,False,0.0,,False,
hf_row_000755,755,visec_hf_000755,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=755,00755.wav,2,2,2.368,south,south,angry,3,angry,3,female,female,True,True,978c1563ff5bbb23a4433d3e074f4a730377cf6a1ce9b06e29cae16d884d4126,75854,16000,1,2,37888,2.368,NONE,1.0,59,0.0015572212837837837,True,0.0,False,0.0,,True,possible_clipping
hf_row_000756,756,visec_hf_000756,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=756,00756.wav,4,4,3.2,south,south,angry,3,angry,3,male,male,True,True,6393d237397d600138c4f1060ceb0073c7f0c8a3f4db426e26b0b7b9ac93e57c,102478,16000,1,2,51200,3.2,NONE,0.93463134765625,0,0.0,False,0.05,False,0.0,,False,
hf_row_000757,757,visec_hf_000757,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=757,00757.wav,0,0,2.38,south,south,happy,0,happy,0,female,female,True,True,de0228c2e4dad0c1b785ac85b5d19995729814fa03f0786692e8a37407cd5d94,76204,16000,1,2,38080,2.38,NONE,0.1292724609375,0,0.0,False,0.3277310924369748,False,0.0,,False,
hf_row_000758,758,visec_hf_000758,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=758,00758.wav,12,12,1.984,north,north,angry,3,angry,3,male,male,True,True,763e386c5aa9c76dea1d0a0a6bb4150e628d8f42d4a89511f6c209624e2352ef,63566,16000,1,2,31744,1.984,NONE,0.8232421875,0,0.0,False,0.04,False,0.0,,False,
hf_row_000759,759,visec_hf_000759,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=759,00759.wav,0,0,1.102,south,south,angry,3,angry,3,female,female,True,True,0f6f3c7b2e53a4c6a7ee4ddd311087e7b7b898408c7cd5db4ea89f973c7aef51,35308,16000,1,2,17632,1.102,NONE,0.191314697265625,0,0.0,False,0.14285714285714285,False,0.0,,False,
hf_row_000760,760,visec_hf_000760,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=760,00760.wav,23,23,3.328,south,south,sad,2,sad,2,female,female,True,True,9db49ca4cc35c7ffc9ea6239bf11170efdd2655796c0b659fb0f24e76921bd95,106574,16000,1,2,53248,3.328,NONE,0.9991455078125,1,1.8780048076923078e-05,False,0.0,False,0.0,,False,
hf_row_000761,761,visec_hf_000761,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=761,00761.wav,0,0,1.2670625,south,south,angry,3,angry,3,female,female,True,True,cabf81e5b2892f778272a02d6112a8102bf5688b48c72f1a7b03c05b838ceef3,40590,16000,1,2,20273,1.2670625,NONE,0.093841552734375,0,0.0,False,0.578125,False,0.0,,False,
hf_row_000762,762,visec_hf_000762,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=762,00762.wav,58,58,1.728,south,south,sad,2,sad,2,female,female,True,True,6af2c4c4743b4258f686a74d668121548db4a008848d550c857701f38b4640fd,55374,16000,1,2,27648,1.728,NONE,0.49932861328125,0,0.0,False,0.0,False,0.0,,False,
hf_row_000763,763,visec_hf_000763,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=763,00763.wav,0,0,1.2390625,south,south,angry,3,angry,3,female,female,True,True,afef582f146d5aad18d40599bfb64500abdc4f0e13a9edc377b0d9e208e60091,39694,16000,1,2,19825,1.2390625,NONE,0.11785888671875,0,0.0,False,0.3709677419354839,False,0.0,,False,
hf_row_000764,764,visec_hf_000764,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=764,00764.wav,14,14,1.984,north,north,happy,0,happy,0,male,male,True,True,4c866d50cfe5a9540310c37e43f1df8979cb97f23a6aaa57b61cbff10d0be8f6,63566,16000,1,2,31744,1.984,NONE,0.7249755859375,0,0.0,False,0.11,False,0.0,,False,
hf_row_000765,765,visec_hf_000765,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=765,00765.wav,0,0,1.2,south,south,sad,2,sad,2,female,female,True,True,8c218a62ccc68bbcd328754a10c6181a2c4e6ba93eb3efadc74949124ac67685,38444,16000,1,2,19200,1.2,NONE,0.05804443359375,0,0.0,False,0.4666666666666667,False,0.0,,False,
hf_row_000766,766,visec_hf_000766,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=766,00766.wav,0,0,2.003,south,south,angry,3,angry,3,female,female,True,True,f46402abd80d27b69ee9747dd3ba7e01b7e6ec65e7e6627cb50660e6e113d0ec,64140,16000,1,2,32048,2.003,NONE,0.189544677734375,0,0.0,False,0.3564356435643564,False,0.0,,False,
hf_row_000767,767,visec_hf_000767,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=767,00767.wav,0,0,1.32,south,south,sad,2,sad,2,female,female,True,True,4457cf56862ae3524e0e6a53dce191f6a6b0f9a2f76284a9d39f13558133799f,42284,16000,1,2,21120,1.32,NONE,0.0634765625,0,0.0,False,0.696969696969697,True,0.0,,True,high_silence_ratio
hf_row_000768,768,visec_hf_000768,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=768,00768.wav,34,34,1.792,south,south,angry,3,angry,3,male,male,True,True,f5c3bbcfdc2e3197f6b153bb9ba56b14442420a429252458a725c1ebfaf55dc4,57422,16000,1,2,28672,1.792,NONE,0.39208984375,0,0.0,False,0.3,False,0.0,,True,speaker_accent_conflict
hf_row_000769,769,visec_hf_000769,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=769,00769.wav,15,15,1.152,south,south,neutral,1,neutral,1,male,male,True,True,b0fc317415a9a9578598249544c1004ff00211481c9d9280962151de8702364a,36942,16000,1,2,18432,1.152,NONE,0.951416015625,0,0.0,False,0.3103448275862069,False,0.0,,True,speaker_accent_conflict
hf_row_000770,770,visec_hf_000770,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=770,00770.wav,0,0,1.6370625,south,south,happy,0,happy,0,female,female,True,True,f90c72177480ea3c4e2545dfcaf13c8cebfbbe8579794e384ee7694211e62971,52430,16000,1,2,26193,1.6370625,NONE,0.1409912109375,0,0.0,False,0.45121951219512196,False,0.0,,False,
hf_row_000771,771,visec_hf_000771,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=771,00771.wav,16,16,1.408,north,north,sad,2,sad,2,female,female,True,True,31df489bc3dce651b781574d59b933726d50ab47ca54be5c064b47bb526643d2,45134,16000,1,2,22528,1.408,NONE,1.0,40,0.0017755681818181818,True,0.0,False,0.0,,True,possible_clipping
hf_row_000772,772,visec_hf_000772,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=772,00772.wav,60,60,2.816,north,north,happy,0,happy,0,female,female,True,True,9b1c687f1a6ea7150f6118c20485859b4bc9c4d7241db30d733c73392c8f9b71,90190,16000,1,2,45056,2.816,NONE,0.37957763671875,0,0.0,False,0.6524822695035462,True,0.0,dup_0187,True,duplicate_audio;high_silence_ratio
hf_row_000773,773,visec_hf_000773,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=773,00773.wav,59,59,1.088,south,south,angry,3,angry,3,female,female,True,True,a670f5543f6b53af0548d2347a4e5616c4e20443ce00e7b88034096a08127ed7,34894,16000,1,2,17408,1.088,NONE,0.200714111328125,0,0.0,False,0.41818181818181815,False,0.0,,False,
hf_row_000774,774,visec_hf_000774,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=774,00774.wav,68,68,1.536,south,south,happy,0,happy,0,female,female,True,True,50d4e7cfd2863561f3ed63f2ed17e4817fc2f1c1c8b4a0f8ccbd6fa39a31924d,49230,16000,1,2,24576,1.536,NONE,0.0765380859375,0,0.0,False,0.5844155844155844,False,0.0,dup_0082,True,duplicate_audio
hf_row_000775,775,visec_hf_000775,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=775,00775.wav,85,85,1.664,south,south,neutral,1,neutral,1,male,male,True,True,71abb6040bfc0ba59c537087f380e8d63d9813a1d9a0f87efacb7db64d0a1b86,53326,16000,1,2,26624,1.664,NONE,0.8873291015625,0,0.0,False,0.0,False,0.0,,False,
hf_row_000776,776,visec_hf_000776,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=776,00776.wav,0,0,2.151,south,south,neutral,1,neutral,1,female,female,True,True,3493b3658147c7609643a70c58f53a56304a4917ed4ec08321a6e1c81b3b9bb0,68876,16000,1,2,34416,2.151,NONE,0.163726806640625,0,0.0,False,0.2222222222222222,False,0.0,,False,
hf_row_000777,777,visec_hf_000777,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=777,00777.wav,0,0,1.733,south,south,sad,2,sad,2,female,female,True,True,9e67c231cf6c677e412f52337eecc96cbea5e867d1f41d5a6a5fa0b572cd7183,55500,16000,1,2,27728,1.733,NONE,0.1341552734375,0,0.0,False,0.3218390804597701,False,0.0,,False,
hf_row_000778,778,visec_hf_000778,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=778,00778.wav,0,0,2.412,south,south,sad,2,sad,2,female,female,True,True,2159d475ee2a11df63f367a88b25d958e2709cd89758feab237ed6b979f4a913,77228,16000,1,2,38592,2.412,NONE,0.108367919921875,0,0.0,False,0.2396694214876033,False,0.0,,False,
hf_row_000779,779,visec_hf_000779,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=779,00779.wav,0,0,1.1,south,south,happy,0,happy,0,female,female,True,True,e150bf4fb587f92b5f2febf47faa559c2054225432db0d459eec4c5ece8a0e32,35244,16000,1,2,17600,1.1,NONE,0.250396728515625,0,0.0,False,0.32727272727272727,False,0.0,,False,
hf_row_000780,780,visec_hf_000780,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=780,00780.wav,0,0,2.2,south,south,neutral,1,neutral,1,female,female,True,True,cd152c8b865a79fb8ea93b7a27bbe6bdccde60cb18a7301d8b814bda77e18ac1,70444,16000,1,2,35200,2.2,NONE,0.065338134765625,0,0.0,False,0.6,True,0.0,,True,high_silence_ratio
