duplicate_content_group,audio_sha256,sample_id,source_row_index,audio_path_raw,speaker_id,accent,emotion,emotion_id,gender,metadata_conflict,conflicting_fields
dup_0121,6aaf4578da5d652120152bbc14508d634c1d1a5337f472cc0b80b00fc15100e3,visec_hf_001763,1763,01763.wav,22,north,happy,0,female,False,
dup_0066,44900f0cc2fa596ea83d1a2e19c6e179e17a87639f07bddeb940a780efb3d9b5,visec_hf_001769,1769,01769.wav,15,south,happy,0,male,False,
dup_0200,a914cf25ea80a351c499ded72caa023fd48737e14a5e86dda1cecc928e73924b,visec_hf_001770,1770,01770.wav,60,north,happy,0,female,False,
dup_0170,911944e7a9ae3a7069124f4506a793d68b43ab49a487f47e5a2d3427b0c366e9,visec_hf_001784,1784,01784.wav,56,south,happy,0,female,False,
dup_0211,b180e8a939216587b124506e13676b8eca125943588e5646deb4ee2244b8cb9e,visec_hf_001797,1797,01797.wav,38,south,happy,0,male,False,
dup_0206,ace736fdc1d335d961cfb0f60785656e5f249780781fc2c0940c2dccb56f3fe5,visec_hf_001798,1798,01798.wav,94,central,happy,0,male,False,
dup_0006,0922753e15009197722c249c031e312ce1150d55379dce547ac4bf1a4c724b6d,visec_hf_001805,1805,01805.wav,25,north,happy,0,male,False,
dup_0094,5677aa707bf5ce27c41f2063948c65b042abe07e8023672985c8718d1f1e5a19,visec_hf_001808,1808,01808.wav,53,south,happy,0,female,False,
dup_0205,ac42be9b58250d08578c622eb473be39a7e6ef13624b78ec23350d0c8813eef0,visec_hf_001827,1827,01827.wav,29,north,happy,0,female,False,
dup_0034,27ed83ea80a8efd22624f28fd9076f64e73cec8bca5b30dff3abcd124e2ee80e,visec_hf_001832,1832,01832.wav,12,north,happy,0,male,False,
dup_0024,1a51861d193ee04bf76138946965e506553e8f1fe05e0d7fa8032188ddf28d6c,visec_hf_001837,1837,01837.wav,15,south,sad,2,male,True,emotion;emotion_id
dup_0095,56c75791b6a2e9ea8662abc41053c711e61f6ee72aeda64a78784cde654b62b1,visec_hf_001843,1843,01843.wav,73,north,happy,0,female,False,
dup_0072,4939e67a578c5ee6498a5e35e886d2aa1650c289caa110454b1c3cb309731e86,visec_hf_001849,1849,01849.wav,12,north,happy,0,male,False,
dup_0113,665c40f97b5e2195903e69e5f8b3add769bb18cceb759da63a4003f93cb4866e,visec_hf_001877,1877,01877.wav,6,central,happy,0,female,False,
dup_0047,3429e989dec8066a271b3897ec307de2af15714bb05ddb82024a1047766b88f7,visec_hf_001885,1885,01885.wav,130,south,happy,0,male,False,
dup_0038,296c07e8d3a31bf56d1744406039e8d2611885af980d2e9987da96fd5e64f34f,visec_hf_001887,1887,01887.wav,53,south,happy,0,female,False,
dup_0264,ee141a028ff89d4463eaba0c086d7fb6b7e85838827e01e964ee49b6d59bb452,visec_hf_001894,1894,01894.wav,47,north,happy,0,female,False,
dup_0040,2b70445ff4d556a4cec5dac2a302a21c81f1811638d03b1ea5fda9987f38491b,visec_hf_001915,1915,01915.wav,6,central,happy,0,female,False,
dup_0075,4c61073f3e0bcef89f4643080813800ebbea13131c6ef9f5dd08fdd2c711a353,visec_hf_001924,1924,01924.wav,132,north,happy,0,male,False,
dup_0252,e4b946550d5664b85808f52811777fa746fcb58615751ffc7858e9605a02d549,visec_hf_001929,1929,01929.wav,2,south,happy,0,female,False,
dup_0091,53a26eb51e2a704126392377ef4aa019557fffd6397d33cc8a2143d44b579bb8,visec_hf_001931,1931,01931.wav,53,south,happy,0,female,False,
dup_0157,88acdf6e44c4db8d8d942781fbc04a5b3493fb6db47a91d04aed247f2c7d6017,visec_hf_001943,1943,01943.wav,101,central,happy,0,male,False,
dup_0114,669b25e4d90cf58d2116c90d0d5e9df948411bdd1192775ce0e0fc0226f23643,visec_hf_001958,1958,01958.wav,70,south,sad,2,male,True,speaker_id
dup_0169,906f36ac8b175f5587d3919e94a6adfe6b0b7a9d0419779334b10a7e7b5482dc,visec_hf_001962,1962,01962.wav,49,south,happy,0,female,False,
dup_0241,d6cba678104aa8d343781d723b71e6d607c3dee779f50a5d87a1836b02eef25d,visec_hf_001969,1969,01969.wav,29,north,happy,0,female,False,
dup_0239,d2d2e4edeeb64a96066bb7559876a1c29c243f1f2dca1819cb0d10172989ed1d,visec_hf_001976,1976,01976.wav,70,south,sad,2,male,True,speaker_id
dup_0175,924f7b27e94ae93fb0fe349fb0d7ac6febdf060d4243d66181d04b6187030fc0,visec_hf_001979,1979,01979.wav,52,north,happy,0,female,False,
dup_0102,5ea892d4d3b9dbe0bebee976db17a90413b314dc3c012ecfc9ecec0ac09050d4,visec_hf_001988,1988,01988.wav,50,north,happy,0,male,False,
dup_0116,675890fa1af8e7f6f9921aacd8978ffa2f5bec28be05ef98c1755225cae409a1,visec_hf_002002,2002,02002.wav,6,central,happy,0,female,False,
dup_0100,5bdec3a791d26c2ed1eb3c449d25a72ef1c4ad5629d035a6cfa6a1c15d03632e,visec_hf_002006,2006,02006.wav,40,north,happy,0,female,False,
dup_0218,bc66baca8eceaa7d54314dc64e35479262b7294fa163701348e56b1983a75da8,visec_hf_002029,2029,02029.wav,25,north,happy,0,male,False,
dup_0125,6b2ecdaefb27ebb563ae5c7b8f974067a034c72035045a05295162fa52a3c134,visec_hf_002046,2046,02046.wav,15,south,happy,0,male,False,
dup_0233,cff1ad1da6bc8ddfb23093818f66f2cc20cca919b829bfaade4e54844c5fd6de,visec_hf_002056,2056,02056.wav,41,north,happy,0,male,False,
dup_0197,a78dfa4ce50dd3c6af2e49ee19b2ae2838ab8926c730b460a79a103b34cc6030,visec_hf_002063,2063,02063.wav,12,north,happy,0,male,False,
dup_0150,8547cf3737971d6e9a090c4dc84693e444f0039d9b3d349ddcd537fbc65307d6,visec_hf_002067,2067,02067.wav,38,south,happy,0,male,False,
dup_0155,86843bea90de87f50c77a78a7972ebe6397e760ccd641d897cb375839ad2e0f2,visec_hf_002070,2070,02070.wav,26,north,happy,0,male,False,
dup_0008,0ac2330b454fdce1a06beb66c346fcda4108aaeedb7cfe5d9ae3bb783d34fb45,visec_hf_002082,2082,02082.wav,121,north,happy,0,female,False,
dup_0152,85c211716518faa3e82adefd60a059eed2c16a96f6aa45e8755fa75aff99f82f,visec_hf_002083,2083,02083.wav,29,north,happy,0,female,False,
dup_0273,fb6bb6ec4174c9a60311f6887978fdf8aeac5da15403fcf02f1e4d3a689cac06,visec_hf_002084,2084,02084.wav,6,central,happy,0,female,False,
dup_0147,81b514a68c98526782a0a729cabee3c8f816738e16d75eacfebaed02f5eb9577,visec_hf_002115,2115,02115.wav,6,central,happy,0,female,False,
dup_0162,8c2bbc3f53f17fe573da5e7378f020d16b226b764711ecdf353c7119038c022a,visec_hf_002142,2142,02142.wav,40,north,happy,0,female,False,
dup_0088,5281118502595c260764425f84822087980752f796c07130d9c9c4018c8e76b1,visec_hf_002144,2144,02144.wav,38,south,happy,0,male,False,
dup_0241,d6cba678104aa8d343781d723b71e6d607c3dee779f50a5d87a1836b02eef25d,visec_hf_002146,2146,02146.wav,29,north,happy,0,female,False,
dup_0077,4ef4839887c81ed017585381f308eda1187679a7186c07dca97049d663da8a26,visec_hf_002160,2160,02160.wav,32,south,sad,2,female,False,
dup_0142,78c534277c30766eaeb63220472bf19aa835438fc2a5f4f6e8ae266e7dc1e12c,visec_hf_002166,2166,02166.wav,99,south,happy,0,male,False,
dup_0017,11bf847974c8fbc09b96e986505d9f9ef6dfb9747cbcb90d9cb939c0910eff44,visec_hf_002169,2169,02169.wav,25,north,happy,0,male,False,
dup_0249,e25326024a2a58eb08421c51d700c73ae96729f8c5abb3e2a3f7e2e29391872c,visec_hf_002172,2172,02172.wav,60,north,happy,0,female,False,
dup_0041,2b97ae7645a720aefe2c804f8f8a529f01e039cc0d553ecb109b31c31b9d3ad6,visec_hf_002200,2200,02200.wav,4,south,happy,0,male,False,
dup_0227,c88acf2340761020b389d1658a00cefeb2fb968e6cda0303b287d6eb5d61fa8c,visec_hf_002216,2216,02216.wav,40,north,happy,0,female,False,
dup_0112,6509f22e6de7e2a7e618265d9f9737a951db9c6a56f8ca3904aa3b626d341a43,visec_hf_002217,2217,02217.wav,15,south,happy,0,male,False,
dup_0152,85c211716518faa3e82adefd60a059eed2c16a96f6aa45e8755fa75aff99f82f,visec_hf_002231,2231,02231.wav,29,north,happy,0,female,False,
dup_0001,00b3683fc917de4d912bc54a7f10a31aa9b8652c6c09b53d75e82f0672d9750e,visec_hf_002237,2237,02237.wav,6,central,happy,0,female,False,
dup_0256,e8011e5b52c40432021663277da28abd0fb1e5c3daa8c1bdb70be0eb795086da,visec_hf_002240,2240,02240.wav,39,south,happy,0,female,False,
dup_0081,50753368765993b3e636d7dea98d2123eb201893020865aa4c5726f8857966bc,visec_hf_002274,2274,02274.wav,15,south,happy,0,male,False,
dup_0069,47c241b5c8b1a11221920ef821f5f2929bb3a40a425658575d1781deaff37b8c,visec_hf_002292,2292,02292.wav,66,north,happy,0,male,False,
dup_0210,b082405f298706bcfb5edd95dd9252bdc8be6a12d8df022679f42dfd77edc3e6,visec_hf_002297,2297,02297.wav,70,south,sad,2,male,True,speaker_id
dup_0099,5b14723835e36676e7f93915698aa3cdc0ba828646a693b0dd5b636d2f28874f,visec_hf_002318,2318,02318.wav,52,north,happy,0,female,False,
dup_0092,5414784fae9f6267dcee4db68073bcd7058627d4f7c29754e791c951ab37ba1a,visec_hf_002326,2326,02326.wav,29,north,happy,0,female,False,
dup_0090,539452c2b7f61239fceb372e0a57456141a2b8bd1d93d9dfe2e8763ad90f8c0b,visec_hf_002330,2330,02330.wav,27,north,happy,0,male,False,
dup_0140,76897b10534b535dd79456e179568f1f1cd2ea3c1f7efefac0d9ab1e0277412c,visec_hf_002337,2337,02337.wav,65,central,happy,0,female,False,
dup_0063,4241499440e19abb2f6729b6ff782d3a1f79c50063208ea0db845813bb5e3510,visec_hf_002344,2344,02344.wav,12,north,happy,0,male,False,
dup_0225,c4615f30550787ff0354115ae969c8eae546935991009a47a2d0bbbe245af8d8,visec_hf_002348,2348,02348.wav,87,north,happy,0,male,False,
dup_0194,a3726620bcfd463ecc7975cf351bb507e57d1d525599584479220d6f0faf9ec8,visec_hf_002368,2368,02368.wav,42,south,happy,0,female,False,
dup_0229,ca117e131ef3ffecdcafe81b1406ab2b2d6a9f44c22a7f723f347311ab5b689a,visec_hf_002382,2382,02382.wav,40,north,happy,0,female,False,
dup_0270,f951c2652d6dc484e7ba8dd2b3ffe30811bc9e5e13fbf7d73c349a0ea66cdd4d,visec_hf_002406,2406,02406.wav,50,north,sad,2,male,True,gender;speaker_id
dup_0137,7457ff15ef4f89629606c5e1676764fb9a47a61e32a8e6e83900d1c34b273535,visec_hf_002408,2408,02408.wav,14,north,happy,0,male,False,
dup_0131,6f337c383d12436d9c568a3e1249f117c4601260e471b50d1e3934c7ba8f7cd2,visec_hf_002414,2414,02414.wav,39,south,happy,0,female,False,
dup_0104,5f32b055956f5bacd6be91b75467d7e1f710687171575205628edfd117af1bbd,visec_hf_002417,2417,02417.wav,72,central,happy,0,male,False,
dup_0198,a7dc9cb3d13cc548b50148810edf2b08f440dd78ba76e031f577329edf31743f,visec_hf_002425,2425,02425.wav,14,north,happy,0,male,False,
dup_0049,38ec5f61b9a2e2a4b60cee53813f07f7a2d0a27f95a4a6699c7a2a1d739a1a3f,visec_hf_002436,2436,02436.wav,15,south,happy,0,male,False,
dup_0074,4b461fff1ddd8fee2f2994bc2858c032271a3d79b23381ba1d2b1198036410cd,visec_hf_002443,2443,02443.wav,6,central,happy,0,female,False,
dup_0088,5281118502595c260764425f84822087980752f796c07130d9c9c4018c8e76b1,visec_hf_002444,2444,02444.wav,38,south,happy,0,male,False,
dup_0119,69cb1562b979cccea3212dfbe3df52fba394ab912f6c80729248bf58ee501e46,visec_hf_002458,2458,02458.wav,25,north,happy,0,male,False,
dup_0187,9b1c687f1a6ea7150f6118c20485859b4bc9c4d7241db30d733c73392c8f9b71,visec_hf_002461,2461,02461.wav,60,north,happy,0,female,False,
dup_0126,6b58e7e45f6d779813f9e9b11089999aeeba76a8dd95aae291271b729859e32a,visec_hf_002463,2463,02463.wav,57,north,happy,0,male,False,
dup_0146,809ee8fc3b7f1fe51dfb160fdd3336ec71e498c0b66d8053d7b16ba41e05bdba,visec_hf_002470,2470,02470.wav,6,central,happy,0,female,False,
dup_0156,88a900f9f13de9df6e61f1fec10af50eca1c3d613fee2065d75a36bed887ae33,visec_hf_002478,2478,02478.wav,12,north,happy,0,male,False,
dup_0144,7e568675e669bbe79353be54eb1f113a5e96d92759ff36a4448a7d221b789dc1,visec_hf_002481,2481,02481.wav,15,south,happy,0,male,False,
dup_0134,718ff24af6584990f695d63651e3d32b512f217d9770c5b20cfd52a2de8f6f33,visec_hf_002485,2485,02485.wav,15,south,happy,0,male,False,
dup_0184,9a6dcd3b13bb70aa82b62846c130abdbf9cdf7c415e3a7ce6bbb79762434abd6,visec_hf_002486,2486,02486.wav,15,south,happy,0,male,False,
dup_0064,424ceb55a95ad6717cbe7d5f3c61a73b507aecb52f53de2bff9e7d6ba8553812,visec_hf_002490,2490,02490.wav,15,south,happy,0,male,False,
dup_0109,63933f3565b7ec5ea613dd66411431b78eccbbc764d5c008a6490e5195892af8,visec_hf_002494,2494,02494.wav,108,north,happy,0,female,False,
dup_0272,fa811fa9eea28ebbbb1a0a6f8b8d138ef0cf824a7d35768ae4e06485514fe30d,visec_hf_002498,2498,02498.wav,25,north,happy,0,male,False,
dup_0180,9551246e276729573839cd71aad771fc5e59d58dbfcdca33593723e746fef401,visec_hf_002502,2502,02502.wav,117,north,happy,0,female,False,
dup_0254,e5113abd0765a5bdad4c44dddb664086072ae98e0ac42a074fff275ecf7b9fde,visec_hf_002547,2547,02547.wav,29,north,happy,0,female,False,
dup_0250,e33acf4de4d0fc3b49841ee0097632373954f5e93606dfb0c60aece20671c8bf,visec_hf_002554,2554,02554.wav,59,south,happy,0,female,False,
dup_0268,f66e903a7751d6bc71ac86d554a25f192da5b71f5c140a3f4865098b21fba3cf,visec_hf_002582,2582,02582.wav,15,south,happy,0,male,False,
dup_0272,fa811fa9eea28ebbbb1a0a6f8b8d138ef0cf824a7d35768ae4e06485514fe30d,visec_hf_002589,2589,02589.wav,25,north,happy,0,male,False,
dup_0034,27ed83ea80a8efd22624f28fd9076f64e73cec8bca5b30dff3abcd124e2ee80e,visec_hf_002597,2597,02597.wav,12,north,happy,0,male,False,
dup_0206,ace736fdc1d335d961cfb0f60785656e5f249780781fc2c0940c2dccb56f3fe5,visec_hf_002607,2607,02607.wav,94,central,happy,0,male,False,
dup_0068,4718f06e36b7ae964dabc6e28cde5cb37f5e9a324213d332b072a621e9572f09,visec_hf_002612,2612,02612.wav,54,north,happy,0,female,False,
dup_0125,6b2ecdaefb27ebb563ae5c7b8f974067a034c72035045a05295162fa52a3c134,visec_hf_002638,2638,02638.wav,15,south,happy,0,male,False,
dup_0083,50e8cb7960a575625c98e82eadef28ea58220f43646aa5fb0e7dc94b38e06295,visec_hf_002642,2642,02642.wav,15,south,happy,0,male,False,
dup_0175,924f7b27e94ae93fb0fe349fb0d7ac6febdf060d4243d66181d04b6187030fc0,visec_hf_002647,2647,02647.wav,52,north,happy,0,female,False,
dup_0139,765fa4c44de158f6af3efc93fa21cb900932abd4b2b1328c85d546cfc16c43c4,visec_hf_002651,2651,02651.wav,3,north,happy,0,female,False,
dup_0084,516928c80997fe5360c148158f1d0b4cd2504ae2c7d300356c208a59eba96168,visec_hf_002677,2677,02677.wav,54,north,sad,2,female,False,
dup_0048,342f4e623538b4769ad2c181fcadca74f5988da3ddf5ab1a52bc3c35ee5dd9e6,visec_hf_002690,2690,02690.wav,60,north,happy,0,female,False,
dup_0217,b9fd9b9b327fbc521de8487d27520c3f5430996edefffbc92fec11f554ba77bb,visec_hf_002703,2703,02703.wav,12,north,happy,0,male,False,
dup_0258,ea4117eb52bf53d3e2eaa23388448aa4e80ece0e174e39106d470828f2a37575,visec_hf_002733,2733,02733.wav,12,north,sad,2,male,True,emotion;emotion_id
dup_0170,911944e7a9ae3a7069124f4506a793d68b43ab49a487f47e5a2d3427b0c366e9,visec_hf_002743,2743,02743.wav,56,south,happy,0,female,False,
dup_0118,684f0cd66895902befe5779d14d16eb90c000d6e2a3b308820cdfa8ad1a65137,visec_hf_002764,2764,02764.wav,14,north,happy,0,male,False,
dup_0149,84f8b30d6872056722eea887019932dabe3eb125738730c62820aa7fae2fd250,visec_hf_002765,2765,02765.wav,47,north,happy,0,female,False,
dup_0093,554394d2f308ec4e9c76616da53bb8e2f74096b921e9469aa7bdf017cde5268a,visec_hf_002777,2777,02777.wav,47,north,happy,0,female,False,
dup_0149,84f8b30d6872056722eea887019932dabe3eb125738730c62820aa7fae2fd250,visec_hf_002781,2781,02781.wav,47,north,happy,0,female,False,
dup_0091,53a26eb51e2a704126392377ef4aa019557fffd6397d33cc8a2143d44b579bb8,visec_hf_002782,2782,02782.wav,53,south,happy,0,female,False,
dup_0127,6bae75b9e6d39f8ea46e014840d43827d11f3b14575e1c226bea5d6f7e4ac68c,visec_hf_002788,2788,02788.wav,6,central,happy,0,female,False,
dup_0025,1b9f1069737b0ea5c7148ac7b3d36d1008d0e15f5cf95289698d46f594544fc1,visec_hf_002796,2796,02796.wav,57,north,happy,0,male,False,
dup_0050,3abc90b1b9b3358e2f8ef7881d3e4f949616eec321d7b6148f4452418e1c9b0b,visec_hf_002810,2810,02810.wav,47,north,happy,0,female,False,
dup_0093,554394d2f308ec4e9c76616da53bb8e2f74096b921e9469aa7bdf017cde5268a,visec_hf_002813,2813,02813.wav,47,north,happy,0,female,False,
dup_0268,f66e903a7751d6bc71ac86d554a25f192da5b71f5c140a3f4865098b21fba3cf,visec_hf_002822,2822,02822.wav,15,south,happy,0,male,False,
dup_0190,9f26d29ca643c8033de06c5e13df1e5cc1a39e26cff58c2ffb492cfe5c0e8159,visec_hf_002828,2828,02828.wav,6,central,happy,0,female,False,
dup_0274,fb790d151ee14d47fbfddd279c876dcfad64124afa066b0d903ad30c04060353,visec_hf_002830,2830,02830.wav,60,north,happy,0,female,False,
dup_0262,ebe25850bea205a26ec30a72fe38bd50d5e05de7c3839e5cfd82dfef5b96fb16,visec_hf_002860,2860,02860.wav,40,north,happy,0,female,False,
dup_0137,7457ff15ef4f89629606c5e1676764fb9a47a61e32a8e6e83900d1c34b273535,visec_hf_002861,2861,02861.wav,14,north,happy,0,male,False,
dup_0004,073a243da57d585fa4be461f4d29802e02c460560a9e06db50fbecd2e92ec02e,visec_hf_002869,2869,02869.wav,12,north,happy,0,male,False,
dup_0087,521196f2454420b4ab14b3a85055c08670063addffb83ac1c6518827051e3a11,visec_hf_002875,2875,02875.wav,6,central,happy,0,female,False,
dup_0275,fb9d0a530a5d74885e0293e3d0186d4d0b03949c66818f728603ab7366234fdf,visec_hf_002876,2876,02876.wav,52,north,happy,0,female,False,
dup_0238,d2c028ca639ad95baaa2bd3cd9ceefcfd44decb73d7b0faa2fe60be3595420d5,visec_hf_002885,2885,02885.wav,54,north,sad,2,female,False,
dup_0169,906f36ac8b175f5587d3919e94a6adfe6b0b7a9d0419779334b10a7e7b5482dc,visec_hf_002899,2899,02899.wav,49,south,happy,0,female,False,
dup_0173,92482b125d9b700c9ed29b4ef6c0a28a3da546d5677f2ed38ca9236dd0a00415,visec_hf_002905,2905,02905.wav,6,central,happy,0,female,False,
dup_0189,9e6ca2c2513e32493cbd173ad6a601f258f92d543d1cd3ff120a952464e1d4e7,visec_hf_002922,2922,02922.wav,54,north,sad,2,female,False,
dup_0186,9aa6f8bdd9ff9b1baddfeded8f043ac10f62193b064cfa8f5bbabbb644efddd4,visec_hf_002923,2923,02923.wav,6,central,happy,0,female,False,
dup_0108,62cab4f71bdf76f594091705194c34dfb66c47dd2d44b5f3195c2443c63c6998,visec_hf_002928,2928,02928.wav,90,north,happy,0,male,False,
dup_0003,061f903ebe42919b175006446e5e3841cb25e9e6ffffd89d5e2352c3b0f0faf8,visec_hf_002934,2934,02934.wav,15,south,happy,0,male,False,
dup_0148,834c342818525b9fd92e33769ed618b0d31bf5b6ec82dfbc8aa91021fe9199f4,visec_hf_002942,2942,02942.wav,14,north,happy,0,male,False,
dup_0108,62cab4f71bdf76f594091705194c34dfb66c47dd2d44b5f3195c2443c63c6998,visec_hf_002943,2943,02943.wav,90,north,happy,0,male,False,
dup_0204,aac9b6991b8befacde877899b9feea181ff30fc55826ff8b1073720a88c0bca0,visec_hf_002945,2945,02945.wav,25,north,happy,0,male,False,
dup_0105,5fd9c3e27d73292885a714513de119e5534601f164b770e1874d11708cfcb86c,visec_hf_002954,2954,02954.wav,25,north,happy,0,male,False,
dup_0240,d4072ee10fd495c6cbf2d4ddd5c0e312f86cb542ab666050f70bb1d4e1560355,visec_hf_002959,2959,02959.wav,117,north,happy,0,female,False,
dup_0066,44900f0cc2fa596ea83d1a2e19c6e179e17a87639f07bddeb940a780efb3d9b5,visec_hf_002965,2965,02965.wav,15,south,happy,0,male,False,
dup_0201,a97bab3e54e40d264d1d9b7e51b345780e735290cb9ef7c53f6c453bf5f8348c,visec_hf_002966,2966,02966.wav,44,south,happy,0,female,False,
dup_0083,50e8cb7960a575625c98e82eadef28ea58220f43646aa5fb0e7dc94b38e06295,visec_hf_002969,2969,02969.wav,15,south,happy,0,male,False,
dup_0020,14b924daf3cdb09959d4e7f5ef9f95be74b51032b9deea96fc2a23f0b6524be2,visec_hf_002978,2978,02978.wav,25,north,happy,0,male,False,
dup_0188,9e0f69953f5752e0576ebd573df43ac0e8e784444dfd028a54ba383761030953,visec_hf_002979,2979,02979.wav,50,north,sad,2,male,True,speaker_id
dup_0055,3d701f0b63b3721a270ac542163566ff60f05a7d01910a7fbd5e5e19bfd53034,visec_hf_002986,2986,02986.wav,6,central,happy,0,female,False,
dup_0022,171e7bb915391bf2e11215da45791d9a638ba44a6e9a44adf286fc4cbae2d7e7,visec_hf_002999,2999,02999.wav,12,north,happy,0,male,False,
dup_0059,4142fc4bff272c81719ea3e2352844710f27d95d207ff501a48812d9b51c9a35,visec_hf_003012,3012,03012.wav,56,south,happy,0,female,False,
dup_0174,924bbbd0428a93df0d13e9c0c0b4156f749e10d6339cc31c3d0f940f860ae77e,visec_hf_003025,3025,03025.wav,25,north,happy,0,male,False,
dup_0057,402a87cb1b17205a6b99065ebaba59e346ecdf16effdb2dfd234baa050856a46,visec_hf_003034,3034,03034.wav,99,south,happy,0,male,False,
dup_0166,8ec422fc0df79f2004e5f959be3364e1104cb4d0a979db1e62b3a45fe577be6e,visec_hf_003049,3049,03049.wav,57,north,happy,0,male,False,
dup_0143,7b6b4677eb283a849c2bab75c05132272c158ee785f62457da21d7be7442fe6d,visec_hf_003052,3052,03052.wav,12,north,happy,0,male,False,
dup_0255,e6b41cd6996e3068eda816d64e81d5094a837a22d27f807bec209de1fc2f1486,visec_hf_003065,3065,03065.wav,32,south,happy,0,female,False,
dup_0018,12d69d1df55f00889f28ff226fd4253dd89d9a34dfaf81ba76aa3a3fc0357046,visec_hf_003078,3078,03078.wav,14,north,happy,0,male,False,
dup_0051,3b68ce8c8d7f90b305762df4ce2cd333f32a0bc80e412982c921ada952800800,visec_hf_003079,3079,03079.wav,19,north,happy,0,female,False,
dup_0021,15c25e0aba2c8ce89151c36849add9b1e156aa436d428d949234db80151394ed,visec_hf_003087,3087,03087.wav,15,south,happy,0,male,False,
dup_0264,ee141a028ff89d4463eaba0c086d7fb6b7e85838827e01e964ee49b6d59bb452,visec_hf_003089,3089,03089.wav,47,north,happy,0,female,False,
dup_0012,0e6eba40fc7991c7b8e58b02f802b1c9ef7eb8152b45d417cea3719fee59f3d7,visec_hf_003094,3094,03094.wav,2,south,happy,0,female,False,
dup_0186,9aa6f8bdd9ff9b1baddfeded8f043ac10f62193b064cfa8f5bbabbb644efddd4,visec_hf_003100,3100,03100.wav,6,central,happy,0,female,False,
dup_0261,eb9074b072518fd916c3e7be839344d88ef4f2a3746bffeb6f6384a78300afb6,visec_hf_003107,3107,03107.wav,40,north,happy,0,female,False,
dup_0234,d075e51abe65fe0e59e9536d31c5efb058e5ab0abd1f2349028439e1a8c1f548,visec_hf_003118,3118,03118.wav,4,south,happy,0,male,False,
dup_0202,a9e1aa1133506a8158ddae4d004fdb156eac067c4518cd435bca42829e573b36,visec_hf_003145,3145,03145.wav,15,south,happy,0,male,False,
dup_0165,8dc1df1b937ff4ef15f5831839c78af4bd632732cd9fec5ecb7c7fc5ea195506,visec_hf_003148,3148,03148.wav,67,north,happy,0,female,False,
dup_0263,ed90cdb2c7bf8f4536a45620cfb66401a77f49ffb5962a19abb59aa5cbe50593,visec_hf_003188,3188,03188.wav,12,north,happy,0,male,False,
dup_0050,3abc90b1b9b3358e2f8ef7881d3e4f949616eec321d7b6148f4452418e1c9b0b,visec_hf_003194,3194,03194.wav,47,north,happy,0,female,False,
dup_0029,1ce1c76db72b1e8dbc364e1949ce334a2fca913f34e16fb0d0e67bc9c69063cf,visec_hf_003223,3223,03223.wav,38,south,happy,0,male,False,
dup_0026,1bca7fd2d99118366ef5d0acec516debb4421a473ee29d07454b91c14f9adcb6,visec_hf_003224,3224,03224.wav,51,south,happy,0,female,False,
dup_0111,6472e682e9333b7656cb0bcb498b7efc1284994bd755d4a8ae1ee7f7d851ed98,visec_hf_003230,3230,03230.wav,15,south,happy,0,male,False,
dup_0054,3c3fed5e278165350f5774e5342773abad1db91800b58be5c5b0bd4954047e53,visec_hf_003234,3234,03234.wav,12,north,happy,0,male,False,
dup_0226,c79980287dbb9050853537dfbd74c8b1a6c8121f16cc89012c26f08bd5488f8b,visec_hf_003256,3256,03256.wav,82,south,happy,0,male,False,
dup_0075,4c61073f3e0bcef89f4643080813800ebbea13131c6ef9f5dd08fdd2c711a353,visec_hf_003268,3268,03268.wav,132,north,happy,0,male,False,
dup_0208,aecf99a1b050a79cf4d2715b951e7deff03609121e36e874f4025872deb755d5,visec_hf_003296,3296,03296.wav,15,south,happy,0,male,False,
dup_0052,3c1c2733a53e5584e2d66302c4b77559b2e7572c10a84f248959ac615bf685f3,visec_hf_003297,3297,03297.wav,60,north,happy,0,female,False,
dup_0070,486284f44545f54501ff62d9dbf58c87634b3c106ad4128481dc5f6cf4a83a26,visec_hf_003327,3327,03327.wav,69,central,happy,0,male,False,
dup_0139,765fa4c44de158f6af3efc93fa21cb900932abd4b2b1328c85d546cfc16c43c4,visec_hf_003350,3350,03350.wav,3,north,happy,0,female,False,
dup_0035,282a00ab0cf63fc53bb0495ae78d0183465b096a66815cbb72137a12612a9067,visec_hf_003351,3351,03351.wav,6,central,happy,0,female,False,
dup_0276,fbd2855e36a112a5a8d9150ac2c6a33a277a30ff847d99734d45b5560bd5dee5,visec_hf_003356,3356,03356.wav,15,south,happy,0,male,False,
dup_0179,94ed5d061931041e4e3f5eae3c0302aee90ba5163536384edae4e56e8d5401e6,visec_hf_003384,3384,03384.wav,21,south,happy,0,male,False,
dup_0096,56e63f0bc9310d94d1d52cd3936a90cb37ba898966094421b7821812609a21ce,visec_hf_003390,3390,03390.wav,29,north,happy,0,female,False,
dup_0154,86356af400eccdabef057eb247eb3e426452c14f8dc6e4d782e840f0fcc8109d,visec_hf_003397,3397,03397.wav,14,north,happy,0,male,False,
dup_0267,f27fbb7c694f930d370d1987894d0a5640c90f04ffb7c995a0bd2b4752e83349,visec_hf_003406,3406,03406.wav,90,north,happy,0,male,False,
dup_0084,516928c80997fe5360c148158f1d0b4cd2504ae2c7d300356c208a59eba96168,visec_hf_003421,3421,03421.wav,54,north,sad,2,female,False,
dup_0222,c09d5f32ce63fe1e95e36b4ff11634ed971c552fdc977795f8376c08d5e1ae6e,visec_hf_003443,3443,03443.wav,60,north,happy,0,female,False,
