sample_id,speaker_id,accent,emotion,pca_1,pca_2
visec_hf_000953,0,south,happy,0.20779978,-0.45528
visec_hf_000954,0,south,sad,-0.03359293,-0.12815578
visec_hf_000955,2,south,neutral,0.5024001,0.039511092
visec_hf_000956,0,south,sad,0.70319223,0.06302654
visec_hf_000957,0,south,happy,0.48148614,-0.3327542
visec_hf_000958,0,south,angry,0.96126866,-0.064879656
visec_hf_000959,15,south,neutral,-0.93559676,1.0205361
visec_hf_000960,110,south,sad,-0.57912225,0.36921978
visec_hf_000961,3,north,angry,-0.43053138,-0.5632892
visec_hf_000962,0,south,neutral,0.24738662,0.40217566
visec_hf_000963,22,north,angry,-0.5247241,1.1699649
visec_hf_000964,0,south,neutral,0.21322,0.07785573
visec_hf_000965,6,central,happy,0.41127366,0.9324721
visec_hf_000966,54,north,sad,-0.42373016,0.9322736
visec_hf_000967,9,south,sad,-0.13567986,0.9303332
visec_hf_000968,51,south,neutral,0.17778154,-0.77308786
visec_hf_000969,0,south,happy,1.1676929,0.17231612
visec_hf_000970,0,south,neutral,0.6605254,0.3459167
visec_hf_000971,0,south,angry,0.58421355,0.49279067
visec_hf_000972,12,north,angry,-0.2936471,0.17987575
visec_hf_000973,42,south,neutral,-1.1018971,0.52642286
visec_hf_000974,26,north,neutral,-0.70785207,-0.5217752
visec_hf_000975,56,south,angry,0.3761905,1.0462215
visec_hf_000976,103,north,angry,-0.6459842,0.013416894
visec_hf_000977,111,south,angry,0.052222688,0.23288423
visec_hf_000978,2,south,neutral,-0.17565039,0.2810365
visec_hf_000979,0,south,neutral,0.40749595,0.31905526
visec_hf_000980,0,south,neutral,0.41872993,0.6946956
visec_hf_000981,29,north,angry,-0.6677249,0.95282084
visec_hf_000982,0,south,sad,0.9709806,-0.61559576
visec_hf_000983,2,south,angry,1.3116959,-0.4001872
visec_hf_000984,0,south,sad,-0.5014916,0.8722675
visec_hf_000985,0,south,angry,0.15899283,0.25243837
visec_hf_000986,35,north,neutral,-0.19486849,-0.40205595
visec_hf_000987,4,south,neutral,-0.7301495,-0.81741375
visec_hf_000988,49,south,happy,-0.5035604,0.7927187
visec_hf_000989,2,south,sad,1.0094229,-0.7711067
visec_hf_000990,95,north,happy,0.057955034,0.40039906
visec_hf_000991,0,south,angry,0.9072014,-0.5327139
visec_hf_000992,0,south,happy,-0.020594044,-0.24777998
visec_hf_000993,87,north,neutral,0.07137071,0.1191898
visec_hf_000994,29,north,happy,-0.8238729,1.0644926
visec_hf_000995,86,south,sad,0.14083377,-1.0286242
visec_hf_000996,0,south,angry,1.1867763,0.21674797
visec_hf_000997,0,south,angry,1.0378206,-0.71528393
visec_hf_000998,0,south,angry,0.9927013,0.7059364
visec_hf_000999,29,north,sad,-0.8179687,0.85512465
visec_hf_001000,0,south,happy,0.6272749,0.5128362
visec_hf_001001,0,south,angry,0.08331324,0.0019558177
visec_hf_001002,3,north,neutral,-0.37104097,-0.20891699
visec_hf_001003,0,south,angry,0.95740455,-0.13270298
visec_hf_001004,45,south,happy,0.035444744,-0.6124087
visec_hf_001005,16,north,sad,-0.76260614,-0.4189209
visec_hf_001006,66,north,happy,-0.6983464,-0.9669914
visec_hf_001007,14,north,angry,-0.042498708,-0.16483882
visec_hf_001008,88,south,sad,-0.41814858,0.26107916
visec_hf_001009,24,south,angry,0.2550943,-0.7291773
visec_hf_001010,55,south,angry,-0.24010661,-0.87257195
visec_hf_001011,0,south,neutral,-0.1612748,0.25598788
visec_hf_001012,8,south,sad,0.49778578,1.1492654
visec_hf_001013,24,south,angry,-0.2571275,-0.55652326
visec_hf_001014,52,north,angry,1.1944705,-0.44005603
visec_hf_001015,0,south,happy,0.6816982,-0.5475528
visec_hf_001016,15,south,sad,-0.8636036,-0.37478143
visec_hf_001017,0,south,sad,-0.0917152,0.8116143
visec_hf_001018,0,south,neutral,-0.38644695,-0.23691778
visec_hf_001019,97,south,neutral,-1.2064153,0.45987046
visec_hf_001020,28,south,angry,-0.6949143,0.07137109
visec_hf_001021,91,north,sad,-0.65537596,-0.6333172
visec_hf_001022,112,south,angry,-0.8191608,0.97034466
visec_hf_001023,0,south,sad,0.62458456,0.3239107
visec_hf_001024,44,south,neutral,-0.57398516,-0.8746392
visec_hf_001025,0,south,sad,0.07649449,0.18725252
visec_hf_001026,25,north,angry,0.421993,-0.7068673
visec_hf_001027,0,south,neutral,0.09892344,0.16412623
visec_hf_001028,0,south,sad,-0.4747252,0.32019538
visec_hf_001029,0,south,sad,0.2134556,0.23258466
visec_hf_001030,25,north,angry,-0.19523281,-0.12356326
visec_hf_001031,0,south,angry,0.80110556,0.18532938
visec_hf_001032,14,north,angry,0.35308346,-0.84404576
visec_hf_001033,96,south,angry,0.4246661,0.2720336
visec_hf_001034,0,south,angry,0.56520736,0.78866464
visec_hf_001035,57,north,neutral,-0.8974006,-0.045838445
visec_hf_001036,32,south,sad,-0.7612007,0.8777482
visec_hf_001037,14,north,angry,-0.87215966,0.9486802
visec_hf_001038,75,north,happy,-0.19551276,-0.8156565
visec_hf_001039,0,south,happy,0.8265071,-0.55485374
visec_hf_001040,4,south,sad,-0.7165566,-0.3097225
visec_hf_001041,16,north,sad,-0.23279275,-0.7782687
visec_hf_001042,0,south,happy,0.8905939,0.14201166
visec_hf_001043,38,south,happy,-0.36889094,-1.1032506
visec_hf_001044,2,south,sad,1.166433,-0.4237874
visec_hf_001045,28,south,neutral,-0.6623987,-0.53426206
visec_hf_001046,0,south,neutral,0.18642597,0.17923924
visec_hf_001047,6,central,happy,1.0971332,0.24946159
visec_hf_001048,0,south,angry,-0.091210015,0.6577074
visec_hf_001049,15,south,neutral,-0.48245305,-1.1305494
visec_hf_001050,15,south,angry,-0.8905901,0.66851056
visec_hf_001051,14,north,neutral,-0.5129287,-0.3163017
visec_hf_001052,57,north,angry,-0.8633536,0.93559206
visec_hf_001053,0,south,sad,0.4730709,0.056276068
visec_hf_001054,0,south,angry,0.8607085,-0.5698952
visec_hf_001055,73,north,angry,-0.4195966,0.7824082
visec_hf_001056,25,north,happy,-0.21919757,-0.12044498
visec_hf_001057,34,north,angry,-0.08573544,-0.94799954
visec_hf_001058,0,south,angry,0.43427277,0.9551837
visec_hf_001059,0,south,neutral,-0.055537123,0.23036101
visec_hf_001060,29,north,neutral,-0.5566552,-0.075053744
visec_hf_001061,0,south,happy,0.8882759,-0.5019896
visec_hf_001062,5,south,neutral,-0.12508345,-0.49031192
visec_hf_001063,22,north,angry,0.48227483,0.19618423
visec_hf_001064,15,south,angry,-1.001455,-0.21426223
visec_hf_001065,13,south,angry,-1.096443,0.51408744
visec_hf_001066,87,north,happy,-0.66213405,-1.440584
visec_hf_001067,16,north,sad,-0.62824273,-0.007910321
visec_hf_001068,14,north,angry,0.15273423,0.13585857
visec_hf_001069,113,south,angry,-0.9705446,0.7658879
visec_hf_001070,0,south,angry,1.2253928,-0.5158317
visec_hf_001071,0,south,angry,1.1130489,0.17234568
visec_hf_001072,3,north,sad,-0.5294685,0.5451249
visec_hf_001073,12,north,angry,-0.023824513,0.08729701
visec_hf_001074,0,south,happy,1.2409033,-0.07401748
visec_hf_001075,69,central,angry,-0.7750913,-0.36192465
visec_hf_001077,0,south,happy,0.11239395,-0.72295904
visec_hf_001078,0,south,angry,1.3084017,-0.6776373
visec_hf_001079,15,south,neutral,-1.0651472,-0.35016203
visec_hf_001080,51,south,happy,-0.3192268,0.18010211
visec_hf_001081,0,south,angry,0.7173155,0.60194945
visec_hf_001082,25,north,happy,-0.97160643,0.4540733
visec_hf_001083,98,north,angry,-0.6537743,0.77649194
visec_hf_001084,26,north,happy,-0.5292657,-0.3421901
visec_hf_001085,0,south,angry,0.996177,0.1872122
visec_hf_001086,3,north,sad,-0.83433527,0.36708254
visec_hf_001087,37,central,neutral,-0.53869945,-0.392359
visec_hf_001088,39,south,neutral,-0.61790794,-0.030841913
visec_hf_001089,3,north,happy,-0.20225796,0.56041574
visec_hf_001090,111,south,neutral,0.0022297436,-0.060575202
visec_hf_001091,113,south,neutral,-0.75542516,-0.6811846
visec_hf_001092,29,north,neutral,-0.69621444,0.94848937
visec_hf_001093,2,south,sad,0.8662899,0.18898998
visec_hf_001094,0,south,sad,0.6768273,-0.047785293
visec_hf_001095,0,south,angry,0.7960749,0.45651844
visec_hf_001096,38,south,happy,-0.6063366,-0.999946
visec_hf_001097,0,south,angry,1.1633785,0.00057413377
visec_hf_001098,0,south,neutral,0.021219386,0.39018404
visec_hf_001099,0,south,angry,0.9196546,0.4594673
visec_hf_001100,0,south,angry,1.4225442,-0.25914893
visec_hf_001101,1,south,neutral,-0.9695753,0.34330437
visec_hf_001102,0,south,angry,0.4727288,0.10225039
visec_hf_001103,0,south,angry,0.68065083,0.2687859
visec_hf_001104,27,north,neutral,-0.7986797,-0.35598764
visec_hf_001105,15,south,happy,-0.87820613,-0.46222216
visec_hf_001106,12,north,happy,-0.51811403,-0.6424162
visec_hf_001107,6,central,happy,-0.26838544,1.167041
visec_hf_001108,15,south,happy,-0.86879516,-0.443287
visec_hf_001109,2,south,sad,0.52829814,-0.036972202
visec_hf_001110,0,south,angry,0.77441275,-0.7621608
visec_hf_001111,16,north,neutral,-0.67571783,-0.7145271
visec_hf_001112,29,north,angry,0.028323848,0.8392795
visec_hf_001113,0,south,happy,-0.046621427,0.17010403
visec_hf_001115,27,north,neutral,-0.90051454,-0.24142343
visec_hf_001116,49,south,neutral,-0.35706002,0.66993475
visec_hf_001117,0,south,happy,1.2936882,-0.26223177
visec_hf_001118,0,south,sad,0.24336341,-0.3133782
visec_hf_001119,12,north,happy,-0.5334212,-0.18132222
visec_hf_001120,0,south,sad,1.1230353,0.22226526
visec_hf_001121,24,south,angry,-0.60213,-0.485905
visec_hf_001122,12,north,happy,-0.32198337,-0.29151383
visec_hf_001123,83,south,sad,0.17933384,-1.1581211
visec_hf_001124,45,south,sad,-0.62507266,0.94607025
visec_hf_001125,14,north,happy,0.04264326,-0.0149812475
visec_hf_001126,0,south,sad,0.2711655,0.80035245
visec_hf_001127,64,south,happy,-0.5966023,-0.58441526
visec_hf_001129,6,central,happy,-0.37362066,1.1504209
visec_hf_001130,0,south,sad,0.00088202936,-0.5667032
visec_hf_001131,49,south,sad,0.87630284,-0.14471748
visec_hf_001132,0,south,happy,0.6703555,0.20830016
visec_hf_001133,82,south,neutral,0.0044459635,-0.26217628
visec_hf_001134,2,south,neutral,0.26305616,0.39380857
visec_hf_001135,0,south,sad,0.4893529,0.2970641
visec_hf_001136,25,north,happy,-0.3373222,-1.3767526
visec_hf_001137,4,south,neutral,-0.5292138,-0.89561796
visec_hf_001138,0,south,happy,0.2230184,0.46489608
visec_hf_001139,0,south,neutral,-0.30703995,0.4467566
visec_hf_001140,87,north,happy,0.35291427,0.31604707
visec_hf_001141,15,south,neutral,-0.9935175,0.5270394
visec_hf_001142,6,central,happy,-0.6858224,0.9589883
visec_hf_001143,6,central,happy,0.831485,0.92132896
visec_hf_001144,0,south,neutral,-0.46317297,0.070243135
visec_hf_001145,0,south,angry,0.9555963,-0.31365395
visec_hf_001146,38,south,neutral,-1.1790814,0.41393802
visec_hf_001147,15,south,happy,-0.9392034,0.72747445
visec_hf_001148,6,central,happy,0.9694576,-0.5427375
visec_hf_001149,111,south,sad,-0.7834313,0.8460152
visec_hf_001150,21,south,happy,-0.77399945,0.6375296
visec_hf_001151,16,north,sad,-0.019850975,-0.08369431
visec_hf_001152,24,south,angry,-0.5213981,-0.5419686
visec_hf_001153,0,south,sad,0.1074891,-0.12488905
visec_hf_001154,2,south,sad,1.274812,0.32277727
visec_hf_001155,72,central,neutral,-0.79319704,0.54010874
visec_hf_001156,57,north,neutral,-0.59859335,-0.4688263
visec_hf_001157,0,south,happy,0.12789264,0.03449439
visec_hf_001158,10,north,sad,-0.735781,-0.25842994
visec_hf_001159,114,south,angry,0.61314297,0.36009184
visec_hf_001160,6,central,neutral,0.6005697,1.0690857
visec_hf_001161,6,central,happy,-0.3392668,1.1237904
visec_hf_001162,6,central,neutral,0.07400684,1.1389883
visec_hf_001163,0,south,neutral,1.1030519,0.36489353
visec_hf_001164,87,north,angry,0.6853519,0.21299972
visec_hf_001165,0,south,neutral,-0.40448704,0.11996461
visec_hf_001166,0,south,neutral,0.24872719,0.043416023
visec_hf_001167,0,south,happy,1.1075238,-0.17790604
visec_hf_001168,0,south,angry,0.44515395,-0.9100972
visec_hf_001169,0,south,happy,0.16629787,0.1856483
visec_hf_001170,12,north,happy,-0.25857815,0.7853328
visec_hf_001171,0,south,neutral,0.1850774,0.30552137
visec_hf_001172,0,south,neutral,0.61082697,0.35357088
visec_hf_001173,62,south,happy,-0.8941921,0.5128208
visec_hf_001174,0,south,happy,0.09553609,-0.65211916
visec_hf_001175,15,south,neutral,-0.9202183,-0.52880985
visec_hf_001176,0,south,angry,0.68601537,-0.35460782
visec_hf_001177,0,south,neutral,0.17992797,0.3182085
visec_hf_001178,97,south,neutral,-0.3584099,-0.72212946
visec_hf_001179,0,south,sad,0.12344698,0.27108717
visec_hf_001180,0,south,happy,-0.22497818,-0.1415525
visec_hf_001181,0,south,sad,-0.4447,-0.5515749
visec_hf_001182,0,south,angry,0.076634064,-0.20866536
visec_hf_001183,0,south,happy,0.85074776,-0.67627394
visec_hf_001184,37,central,neutral,-0.44451177,-0.7009862
visec_hf_001185,0,south,happy,-0.08665867,-0.14550771
visec_hf_001186,0,south,neutral,0.80611664,0.58222115
visec_hf_001187,57,north,happy,-1.1024199,-0.6692239
visec_hf_001188,0,south,neutral,-0.29907414,0.25694987
visec_hf_001189,0,south,neutral,-0.25592637,0.17650591
visec_hf_001190,64,south,angry,-0.48537982,-0.8178538
visec_hf_001191,15,south,happy,-1.0420074,-0.41284987
visec_hf_001192,12,north,angry,-0.2897047,-0.6147353
visec_hf_001193,23,south,sad,-0.5987486,0.8777211
visec_hf_001194,0,south,sad,0.18913665,0.19901606
visec_hf_001196,0,south,happy,-0.13255686,-0.17987621
visec_hf_001197,0,south,happy,0.89082724,-0.17086132
visec_hf_001198,6,central,neutral,0.9186528,0.09855252
visec_hf_001199,6,central,happy,-0.20132582,0.987483
visec_hf_001200,0,south,sad,0.6658221,-0.76256937
visec_hf_001201,115,south,neutral,-0.3280292,-0.6031115
visec_hf_001202,102,south,sad,-0.324596,-0.77143526
visec_hf_001203,0,south,angry,1.3784807,-0.38812533
visec_hf_001204,6,central,neutral,-0.2662607,0.3391665
visec_hf_001205,29,north,neutral,-0.4161859,-0.32253078
visec_hf_001206,5,south,happy,-0.6165355,-0.046564646
visec_hf_001207,0,south,angry,1.238283,-0.44921854
visec_hf_001208,39,south,happy,-0.75342375,-0.44900727
visec_hf_001209,104,north,neutral,-0.5386255,0.10917134
visec_hf_001210,0,south,neutral,-0.30413792,0.17526351
visec_hf_001211,0,south,sad,0.875243,0.4118396
visec_hf_001212,0,south,sad,0.101315096,0.36139497
visec_hf_001213,72,central,angry,-0.9406722,0.6190858
visec_hf_001214,0,south,angry,1.0856069,-0.26701385
visec_hf_001215,44,south,neutral,-0.1093091,0.14441742
visec_hf_001216,6,central,neutral,0.77751875,1.0655726
visec_hf_001217,12,north,angry,0.7036086,-0.7977736
visec_hf_001218,0,south,neutral,0.1674899,0.14983429
visec_hf_001219,0,south,sad,0.8789755,0.6571043
visec_hf_001220,61,north,sad,-0.5763187,-0.8344871
visec_hf_001221,29,north,neutral,-0.27919388,0.78826576
visec_hf_001222,0,south,angry,0.3773462,-0.5577721
visec_hf_001223,0,south,neutral,0.12778932,0.45424977
visec_hf_001224,0,south,sad,0.05337003,0.6918812
visec_hf_001225,0,south,sad,0.4427791,-0.36421654
visec_hf_001226,0,south,neutral,0.70713323,0.60910225
visec_hf_001227,77,north,neutral,-0.32262036,0.8948701
visec_hf_001228,38,south,sad,-0.80046946,-0.5757913
visec_hf_001229,0,south,angry,1.0128417,-0.14626753
visec_hf_001230,0,south,angry,0.3839675,1.0079967
visec_hf_001231,0,south,angry,0.58069783,0.13814035
visec_hf_001232,2,south,sad,1.074027,0.09425332
visec_hf_001233,0,south,angry,0.49603018,0.0075826393
visec_hf_001234,15,south,sad,-0.56641626,-0.8307985
visec_hf_001235,116,central,neutral,-0.8058037,0.7337067
visec_hf_001236,4,south,neutral,-0.605778,-1.3062928
visec_hf_001237,4,south,neutral,-0.5264755,-0.78999126
visec_hf_001238,117,north,happy,-0.503578,0.36902082
visec_hf_001239,118,south,angry,-0.7086444,0.10936555
visec_hf_001240,0,south,angry,0.49318123,-0.7326242
visec_hf_001241,0,south,angry,1.1829896,-0.1256861
visec_hf_001242,93,south,happy,-0.8502033,-0.3844837
visec_hf_001243,0,south,happy,0.47711128,0.59935725
visec_hf_001244,49,south,sad,0.6509884,0.9502734
visec_hf_001245,109,south,sad,-0.6705761,0.24368702
visec_hf_001246,0,south,angry,0.17766212,0.31623712
visec_hf_001247,16,north,sad,-0.89486676,-0.48172912
visec_hf_001248,28,south,neutral,-1.02931,-1.1169028
visec_hf_001249,0,south,angry,0.5761207,-0.289954
visec_hf_001250,0,south,happy,0.16436939,-0.6778628
visec_hf_001251,0,south,sad,0.6517248,0.095274806
visec_hf_001252,0,south,neutral,0.14639714,0.09969829
visec_hf_001253,53,south,happy,-0.6842277,1.0168942
visec_hf_001254,29,north,neutral,-0.5244999,-0.9364952
visec_hf_001255,15,south,neutral,-1.0498457,0.2171303
visec_hf_001256,96,south,angry,0.780896,0.26737264
visec_hf_001257,0,south,neutral,0.57802385,0.06130284
visec_hf_001258,0,south,neutral,0.81304264,0.2757388
visec_hf_001259,0,south,neutral,0.6157082,0.3199543
visec_hf_001260,44,south,neutral,-0.92212003,-0.4269595
visec_hf_001261,49,south,sad,0.24866685,0.6292564
visec_hf_001262,71,south,sad,-0.8815323,0.5077188
visec_hf_001263,0,south,neutral,0.26796776,0.1224076
visec_hf_001264,14,north,neutral,0.4541866,-0.07887418
visec_hf_001265,0,south,happy,0.4962111,-0.23450689
visec_hf_001266,0,south,angry,0.7104465,0.36869693
visec_hf_001267,0,south,sad,0.54615927,0.44331664
visec_hf_001268,1,south,happy,-1.0009699,-0.1371973
visec_hf_001269,0,south,sad,0.95347,0.46080568
visec_hf_001270,15,south,sad,-0.8024704,-0.9362304
visec_hf_001271,58,south,neutral,-1.1487981,0.25496295
visec_hf_001272,23,south,neutral,-0.3509028,-0.5264212
visec_hf_001273,0,south,angry,0.7255096,0.33867687
visec_hf_001274,0,south,angry,1.1238068,0.025749093
visec_hf_001275,0,south,neutral,0.1959852,0.38349575
visec_hf_001276,0,south,angry,1.3177129,-0.15946884
visec_hf_001277,0,south,neutral,0.69538945,0.3784724
visec_hf_001278,39,south,happy,-0.34472713,1.0648701
visec_hf_001279,0,south,neutral,0.51008767,0.27609664
visec_hf_001280,0,south,happy,0.44649467,0.30604517
visec_hf_001281,6,central,neutral,-0.21113913,1.0102538
visec_hf_001282,0,south,neutral,-0.069628865,0.34933537
visec_hf_001284,0,south,happy,0.077985205,0.510787
visec_hf_001285,0,south,angry,0.71523684,-0.119790666
visec_hf_001286,69,central,angry,-0.112776496,-0.28667256
visec_hf_001287,47,north,neutral,-0.9435242,1.0094261
visec_hf_001288,0,south,angry,1.1449023,-0.43155017
visec_hf_001289,24,south,angry,-0.5815191,-0.001923323
visec_hf_001290,12,north,sad,-0.28561354,-0.2363154
visec_hf_001291,119,central,neutral,-0.5067887,-0.25513986
visec_hf_001292,14,north,angry,0.64165175,-0.045245532
visec_hf_001293,4,south,neutral,-0.7322398,-0.04916811
visec_hf_001294,0,south,sad,0.2328039,-0.8560759
visec_hf_001295,46,north,happy,-0.95237124,-0.19158262
visec_hf_001296,115,south,sad,-0.27794695,-0.23748985
visec_hf_001297,0,south,angry,0.78847885,-0.6573442
visec_hf_001298,0,south,sad,0.6161262,0.47881392
visec_hf_001299,0,south,happy,0.66044694,-0.34546292
visec_hf_001300,3,north,sad,-0.5471247,-0.09805739
visec_hf_001301,6,central,neutral,0.8727504,-0.14972909
visec_hf_001302,36,north,neutral,-0.9402689,-0.44650492
visec_hf_001303,19,north,sad,-0.56449044,-0.368117
visec_hf_001304,6,central,happy,-0.68916166,1.0581774
visec_hf_001305,0,south,neutral,0.8925259,0.53310275
visec_hf_001306,47,north,happy,-1.0077066,0.6563031
visec_hf_001307,0,south,angry,0.13021864,0.17842454
visec_hf_001308,98,north,neutral,-0.26724854,-0.6173133
visec_hf_001309,0,south,neutral,0.29544157,0.35586518
visec_hf_001310,41,north,angry,-0.8162064,0.9838021
visec_hf_001311,10,north,sad,-0.59255886,-0.48790663
visec_hf_001312,14,north,happy,-1.0210447,0.9903738
visec_hf_001313,16,north,sad,-0.69791514,-0.49079582
visec_hf_001314,120,south,angry,-0.5705747,-0.49739915
visec_hf_001315,106,central,neutral,-0.44278038,-0.7401208
visec_hf_001316,0,south,angry,0.5353406,0.45135784
visec_hf_001317,121,north,sad,-0.55903137,0.23902716
visec_hf_001318,6,central,happy,0.5419113,0.9550437
visec_hf_001319,45,south,angry,-0.28320295,0.9139451
visec_hf_001320,0,south,neutral,-0.62916154,0.24295305
visec_hf_001321,51,south,sad,-0.8277464,-0.25840464
visec_hf_001322,2,south,sad,-0.90200627,0.26209185
visec_hf_001323,56,south,sad,1.1257392,0.35387546
visec_hf_001324,0,south,angry,0.81011266,0.07489066
visec_hf_001325,15,south,sad,-0.7356586,-0.66357696
visec_hf_001326,0,south,sad,-0.31391338,-0.67465174
visec_hf_001327,0,south,neutral,-0.18858731,0.25101426
visec_hf_001328,0,south,neutral,-0.22459486,-0.025720581
visec_hf_001329,8,south,neutral,-0.13012193,-1.0000875
visec_hf_001330,36,north,neutral,-0.6435049,-0.16839176
visec_hf_001332,15,south,happy,-0.4761733,-1.3119351
visec_hf_001333,0,south,angry,1.1128417,0.08695143
visec_hf_001334,0,south,angry,1.1008259,0.1647453
visec_hf_001335,19,north,neutral,-0.52448833,-0.22719146
visec_hf_001336,0,south,happy,0.3724279,0.2921791
visec_hf_001337,0,south,neutral,0.05838276,0.2102333
visec_hf_001338,0,south,neutral,0.640034,0.37670362
visec_hf_001339,57,north,neutral,-0.56139547,-0.73792773
visec_hf_001340,0,south,angry,1.2491355,-0.5854647
visec_hf_001341,0,south,angry,1.0765132,-0.14355072
visec_hf_001342,0,south,angry,0.9369054,0.3188287
visec_hf_001343,0,south,happy,0.8151175,-0.34219348
visec_hf_001344,0,south,angry,1.5471206,-0.24654387
visec_hf_001345,122,south,angry,-0.52498716,-0.24832724
visec_hf_001346,5,south,neutral,-0.8595365,0.8906581
visec_hf_001347,0,south,happy,-0.29409507,0.015238471
visec_hf_001348,32,south,sad,-0.34122863,-0.11057791
visec_hf_001349,107,north,sad,-0.47666985,-0.19290487
visec_hf_001350,27,north,neutral,-0.8010229,-1.1024821
visec_hf_001351,12,north,happy,-0.51980186,0.5955569
visec_hf_001352,0,south,neutral,0.4027103,0.3981747
visec_hf_001353,0,south,happy,1.1070929,-0.41496217
visec_hf_001355,116,central,happy,-0.94401646,0.8771887
visec_hf_001356,29,north,angry,-0.31464118,0.9586136
visec_hf_001357,0,south,happy,1.1963245,-0.45813942
visec_hf_001358,46,north,sad,-1.0564321,0.51767033
visec_hf_001359,0,south,angry,0.5744434,0.59077096
visec_hf_001360,6,central,neutral,-0.19905964,1.1891036
visec_hf_001361,0,south,angry,1.1271696,0.49427316
visec_hf_001362,0,south,neutral,-0.53304464,0.2257535
visec_hf_001363,0,south,angry,0.7431339,0.23344013
visec_hf_001364,0,south,angry,0.09499085,0.40093437
visec_hf_001365,1,south,neutral,-0.78555363,-0.25573754
visec_hf_001366,27,north,happy,-1.075148,0.56533474
visec_hf_001367,33,central,happy,-0.99069923,0.9241433
visec_hf_001368,0,south,happy,0.060679942,0.4642964
visec_hf_001369,0,south,angry,0.90756446,0.32800293
visec_hf_001370,24,south,angry,-0.39642337,-0.41782522
visec_hf_001371,0,south,happy,0.13668971,-0.25149658
visec_hf_001372,14,north,angry,-0.17091297,0.6589776
visec_hf_001373,0,south,sad,-0.16333194,-0.04792661
visec_hf_001374,59,south,angry,-0.114208564,0.8602662
visec_hf_001375,0,south,happy,1.0348083,0.02514245
visec_hf_001376,64,south,neutral,-0.5481057,-0.736328
visec_hf_001377,87,north,neutral,-0.17785878,-1.1272037
visec_hf_001378,2,south,angry,0.8780621,0.6376451
visec_hf_001379,0,south,neutral,-0.28479347,0.24473761
visec_hf_001380,26,north,neutral,-0.71266913,-0.9021194
visec_hf_001381,0,south,angry,1.0019267,-0.4146189
visec_hf_001382,49,south,sad,0.91061926,0.29283804
visec_hf_001383,4,south,happy,-0.99637824,-0.19039951
visec_hf_001384,50,north,angry,-0.22038475,-1.185279
visec_hf_001385,0,south,sad,0.36587515,0.5812683
visec_hf_001386,0,south,angry,1.1827428,-0.65324605
visec_hf_001387,0,south,angry,0.13326369,0.28465083
visec_hf_001388,0,south,angry,0.4894289,-0.0012158992
visec_hf_001389,38,south,angry,-0.7965276,-0.469146
visec_hf_001390,0,south,angry,1.5496526,-0.6153846
visec_hf_001391,0,south,sad,0.13618942,-0.09449865
visec_hf_001392,0,south,angry,0.08663446,-0.5913468
visec_hf_001393,3,north,sad,-0.5508848,-0.48500422
visec_hf_001394,15,south,sad,-0.44386443,-1.0396022
visec_hf_001395,0,south,sad,-0.8647062,1.1251442
visec_hf_001396,12,north,angry,0.03522465,0.28778297
visec_hf_001397,0,south,angry,-0.26435944,0.936367
visec_hf_001398,57,north,neutral,-0.8830458,-0.23004454
visec_hf_001399,5,south,angry,-0.24018125,0.8887789
visec_hf_001400,27,north,sad,-0.5732376,-1.1525085
visec_hf_001401,0,south,sad,0.8349021,0.23153213
visec_hf_001402,0,south,angry,0.9557606,0.024061987
visec_hf_001403,52,north,angry,0.694241,0.4301898
visec_hf_001404,0,south,happy,0.89312357,0.05850068
visec_hf_001405,32,south,happy,-0.89122283,0.91760916
visec_hf_001406,0,south,neutral,0.34603465,0.325452
visec_hf_001407,9,south,sad,1.5566943,-0.31961358
visec_hf_001408,0,south,sad,0.32143366,0.29278627
visec_hf_001409,6,central,neutral,0.56946486,0.35616
visec_hf_001411,9,south,sad,0.6501669,-0.6201955
visec_hf_001412,115,south,neutral,-0.2223818,-0.08449999
visec_hf_001413,0,south,happy,1.0542065,0.42241117
visec_hf_001414,0,south,sad,0.96608526,-0.44651026
visec_hf_001415,0,south,angry,1.0813143,-0.04633692
visec_hf_001416,0,south,angry,1.1202651,0.31336254
visec_hf_001417,50,north,happy,-0.56348526,-0.40780702
visec_hf_001418,0,south,happy,0.1647343,-0.78441447
visec_hf_001419,0,south,angry,0.72686136,0.7944443
visec_hf_001420,83,south,happy,-0.34464028,0.8995857
visec_hf_001421,0,south,angry,0.8918372,-0.5016055
visec_hf_001422,15,south,happy,-0.603536,-0.8905356
visec_hf_001423,70,south,sad,-0.92042565,-0.42333263
visec_hf_001424,0,south,angry,1.3731138,-0.6561696
visec_hf_001425,6,central,happy,-0.2856038,0.9385158
visec_hf_001426,14,north,happy,-0.092259146,0.1475199
visec_hf_001427,101,central,neutral,-0.39117068,-1.3634307
visec_hf_001428,10,north,sad,-0.82224834,-0.24383421
visec_hf_001429,56,south,neutral,-1.0067302,0.39783046
visec_hf_001430,0,south,happy,-0.6041484,-0.8573297
visec_hf_001431,57,north,sad,-0.62928134,-1.0982611
visec_hf_001432,0,south,angry,1.0261734,-0.9642017
visec_hf_001433,0,south,angry,0.88945866,-0.097607225
visec_hf_001434,15,south,neutral,-0.83395183,-0.20961413
visec_hf_001435,47,north,happy,-0.77763397,-0.33839214
visec_hf_001436,0,south,sad,-0.29956412,-0.78558534
visec_hf_001437,0,south,sad,0.6095962,0.58520687
visec_hf_001438,36,north,neutral,-0.7669991,-0.5982817
