sample_id,source_row_index,speaker_id,emotion,accent,audio_sha256,feature_family,feature_version,artifact_path,artifact_sha256,shape,dtype,finite_fraction,status,error
visec_hf_000297,297,0,angry,south,8e41dee6fdde1a9561c4fe9d3257441decc700c1177496c5deccac0f3f684f24,egemaps_v02,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/egemaps_v02/visec_hf_000297.npy,fb5eca3127b4651ccda8ad6e20f6f358365e3f6edba1821622093774559b6f49,88,float32,1.00000000,ok,
visec_hf_000297,297,0,angry,south,8e41dee6fdde1a9561c4fe9d3257441decc700c1177496c5deccac0f3f684f24,log_mel_80,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/log_mel_80/visec_hf_000297.npy,4e22d171faab3fc76c609268024428d58520a9721a37eeb9aa24cc057856d2fc,80x147,float32,1.00000000,ok,
visec_hf_000297,297,0,angry,south,8e41dee6fdde1a9561c4fe9d3257441decc700c1177496c5deccac0f3f684f24,pitch_contour,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/pitch_contour/visec_hf_000297.npz,5e67873981f7a2f5984a351b9b90b8f8bc7dfe73bdc209287e570c9bb60a49d6,frames=147;summary=6,float32,0.64625850,ok,
visec_hf_000298,298,38,happy,south,85b21840a1ccdeae915e3d4e6a38227a5c879d1cdd60905ead76702a3503a618,mfcc40_summary,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/mfcc40_summary/visec_hf_000298.npy,4129b84a2e220bc8454177d1eb3ca7994d55c2c1f502aea49787de62238ea721,80,float32,1.00000000,ok,
visec_hf_000298,298,38,happy,south,85b21840a1ccdeae915e3d4e6a38227a5c879d1cdd60905ead76702a3503a618,egemaps_v02,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/egemaps_v02/visec_hf_000298.npy,8f7335d2c7091f20c9117f7ebe070920587837a3ded85b0ec9721a26b13f64a5,88,float32,1.00000000,ok,
visec_hf_000298,298,38,happy,south,85b21840a1ccdeae915e3d4e6a38227a5c879d1cdd60905ead76702a3503a618,log_mel_80,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/log_mel_80/visec_hf_000298.npy,f75492db9da24da3a53e6c353dab07421a431c73b3dbf932373687752c8462c8,80x129,float32,1.00000000,ok,
visec_hf_000298,298,38,happy,south,85b21840a1ccdeae915e3d4e6a38227a5c879d1cdd60905ead76702a3503a618,pitch_contour,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/pitch_contour/visec_hf_000298.npz,6404cbf1f7798effe6808928791a0c7fa91b69220e03290736505169968b336d,frames=129;summary=6,float32,0.72093023,ok,
visec_hf_000299,299,2,angry,south,993d332f62dd12f3f64498f93dddbb67e51b38861b4bf23f5bfc7254e0ccac5a,mfcc40_summary,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/mfcc40_summary/visec_hf_000299.npy,69367e0fa7b1dc0947a0c40e34b02c0d5a7902a02e916454c14321b939508221,80,float32,1.00000000,ok,
visec_hf_000299,299,2,angry,south,993d332f62dd12f3f64498f93dddbb67e51b38861b4bf23f5bfc7254e0ccac5a,egemaps_v02,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/egemaps_v02/visec_hf_000299.npy,d88989117ad95ac95d5883b592d0d0e36347cbfa4d475c8eeba774042cffd632,88,float32,1.00000000,ok,
visec_hf_000299,299,2,angry,south,993d332f62dd12f3f64498f93dddbb67e51b38861b4bf23f5bfc7254e0ccac5a,log_mel_80,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/log_mel_80/visec_hf_000299.npy,d2e0c8493259ab3fab8e2bab927eda6060021d8e0909df317fc1b41ad94a908c,80x129,float32,1.00000000,ok,
visec_hf_000299,299,2,angry,south,993d332f62dd12f3f64498f93dddbb67e51b38861b4bf23f5bfc7254e0ccac5a,pitch_contour,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/pitch_contour/visec_hf_000299.npz,308cd9143297aed5921722848ebad79593f7751ec63f8af6355533b21679c480,frames=129;summary=6,float32,0.68992248,ok,
visec_hf_000300,300,16,neutral,north,bc5cb87af9ff549f94fa9c508a63782efe0afa1371a7d686c4933ee6e9af1f73,mfcc40_summary,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/mfcc40_summary/visec_hf_000300.npy,b61915d54c15cf5025734b039e40e68d412c40e561e9d733f21264a1f7e14ad9,80,float32,1.00000000,ok,
visec_hf_000300,300,16,neutral,north,bc5cb87af9ff549f94fa9c508a63782efe0afa1371a7d686c4933ee6e9af1f73,egemaps_v02,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/egemaps_v02/visec_hf_000300.npy,bef7df94e3bfb40276b1c6d8891cbb362bd52732ad8e1995a75eed90b9f61169,88,float32,1.00000000,ok,
visec_hf_000300,300,16,neutral,north,bc5cb87af9ff549f94fa9c508a63782efe0afa1371a7d686c4933ee6e9af1f73,log_mel_80,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/log_mel_80/visec_hf_000300.npy,63bf0e63a254b1232da8805e4a21cf3e7dbf21adc3506509ade78859b539b306,80x167,float32,1.00000000,ok,
visec_hf_000300,300,16,neutral,north,bc5cb87af9ff549f94fa9c508a63782efe0afa1371a7d686c4933ee6e9af1f73,pitch_contour,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/pitch_contour/visec_hf_000300.npz,a6f4c61fcbebb61b0056a0ab03476f2914c887f6e0dbd666afcf30bd9cc54c01,frames=167;summary=6,float32,0.45508982,ok,
visec_hf_000301,301,0,sad,south,de7868bea702a2a0bfc0eb0b0d1762d9f28f37b980f7a2dff3acdebaa8f8c424,mfcc40_summary,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/mfcc40_summary/visec_hf_000301.npy,24c1ad5eae0bbce635c8a759d0ffcc4714f78c89a8aea8025dc6b9937790afda,80,float32,1.00000000,ok,
visec_hf_000301,301,0,sad,south,de7868bea702a2a0bfc0eb0b0d1762d9f28f37b980f7a2dff3acdebaa8f8c424,egemaps_v02,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/egemaps_v02/visec_hf_000301.npy,a4baa6f90b9aa3a2eaf41daff3d33507d753f284d3ae6f37db3c37f4f2cb1fbf,88,float32,1.00000000,ok,
visec_hf_000301,301,0,sad,south,de7868bea702a2a0bfc0eb0b0d1762d9f28f37b980f7a2dff3acdebaa8f8c424,log_mel_80,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/log_mel_80/visec_hf_000301.npy,cf87f7ce677348533a296d302958cb1b243c2de6754316a99e7ecee874cc8eab,80x176,float32,1.00000000,ok,
visec_hf_000301,301,0,sad,south,de7868bea702a2a0bfc0eb0b0d1762d9f28f37b980f7a2dff3acdebaa8f8c424,pitch_contour,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/pitch_contour/visec_hf_000301.npz,3b52b72faea13a252c694479189238877dc6ac28e0394ef548a6f4e06679ace2,frames=176;summary=6,float32,0.75000000,ok,
visec_hf_000302,302,16,neutral,north,da63b06a340b724a8121afc9113850cf9c45fb393ad1f4b9d4a9222b240d0885,mfcc40_summary,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/mfcc40_summary/visec_hf_000302.npy,0996bc026899df741c02ddeb95e5862ccee3c8c552a9e162da3b411c1f642c4a,80,float32,1.00000000,ok,
visec_hf_000302,302,16,neutral,north,da63b06a340b724a8121afc9113850cf9c45fb393ad1f4b9d4a9222b240d0885,egemaps_v02,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/egemaps_v02/visec_hf_000302.npy,e64b471e4e3da1c6dd35f0f9d501d5632141c7e68938929e877efcd6458e7374,88,float32,1.00000000,ok,
visec_hf_000302,302,16,neutral,north,da63b06a340b724a8121afc9113850cf9c45fb393ad1f4b9d4a9222b240d0885,log_mel_80,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/log_mel_80/visec_hf_000302.npy,ab0fc34b3f5d53991dd8094c0f20f3927a02d1541abd860f2f816788bcaae9a2,80x129,float32,1.00000000,ok,
visec_hf_000302,302,16,neutral,north,da63b06a340b724a8121afc9113850cf9c45fb393ad1f4b9d4a9222b240d0885,pitch_contour,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/pitch_contour/visec_hf_000302.npz,7c7871d4c3a904807a13c56bafbc256d51557453c9a2811db95527d36f76bf94,frames=129;summary=6,float32,0.80620155,ok,
visec_hf_000303,303,0,neutral,south,28173683e038b9664fd4b7137fb4d65171e65d812648869f26f6e9de22787823,mfcc40_summary,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/mfcc40_summary/visec_hf_000303.npy,1c666d81bee64732c24d8d0209c6e734e292fb6aa8a9be7cdeb9ea4de7aea354,80,float32,1.00000000,ok,
visec_hf_000303,303,0,neutral,south,28173683e038b9664fd4b7137fb4d65171e65d812648869f26f6e9de22787823,egemaps_v02,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/egemaps_v02/visec_hf_000303.npy,d42658adb4d8109875fb76358385b0184d8277645ce3958f3ee4da2db271dea6,88,float32,1.00000000,ok,
visec_hf_000303,303,0,neutral,south,28173683e038b9664fd4b7137fb4d65171e65d812648869f26f6e9de22787823,log_mel_80,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/log_mel_80/visec_hf_000303.npy,14951232208a647c60d7484e9e59c8734b5f1f8097c295ac4d6f4d5560c249c7,80x214,float32,1.00000000,ok,
visec_hf_000303,303,0,neutral,south,28173683e038b9664fd4b7137fb4d65171e65d812648869f26f6e9de22787823,pitch_contour,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/pitch_contour/visec_hf_000303.npz,1e836f99f5842d29606476b2f328d44c021fd2dde51c0bb259421df5f78b9df9,frames=214;summary=6,float32,0.67289720,ok,
visec_hf_000304,304,14,happy,north,ce59e05ece8c1cdb8f5c9a7afa83477c452ee6d67933e79d75c3335c2d035799,mfcc40_summary,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/mfcc40_summary/visec_hf_000304.npy,334dd6e207cd8003a1ceb9d2d3ec122d9e3c1825e2b7bcf832f07bd11fee5899,80,float32,1.00000000,ok,
visec_hf_000304,304,14,happy,north,ce59e05ece8c1cdb8f5c9a7afa83477c452ee6d67933e79d75c3335c2d035799,egemaps_v02,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/egemaps_v02/visec_hf_000304.npy,ba8bae739446abd38ee662b116f0b51845c6c15f63808468eec1293c7bad863b,88,float32,1.00000000,ok,
visec_hf_000304,304,14,happy,north,ce59e05ece8c1cdb8f5c9a7afa83477c452ee6d67933e79d75c3335c2d035799,log_mel_80,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/log_mel_80/visec_hf_000304.npy,dcba19e54b574174c642b7d85caabb28b38c7b64490fa10276c183e983f05e0e,80x129,float32,1.00000000,ok,
visec_hf_000304,304,14,happy,north,ce59e05ece8c1cdb8f5c9a7afa83477c452ee6d67933e79d75c3335c2d035799,pitch_contour,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/pitch_contour/visec_hf_000304.npz,b0e4b27f693490e8fc3fee133e81fd8444d9df1b1a76ed9fc29376798a2cd474,frames=129;summary=6,float32,0.27131783,ok,
visec_hf_000305,305,0,sad,south,793f0066d63d4f29fa97b9c9ea36f0257cbee01c3db0b3edaed413940cd20fba,mfcc40_summary,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/mfcc40_summary/visec_hf_000305.npy,02b074ef5e50ff17ea4fa08ffa754485495a6e3e1445b4b330376985ae7ea9af,80,float32,1.00000000,ok,
visec_hf_000305,305,0,sad,south,793f0066d63d4f29fa97b9c9ea36f0257cbee01c3db0b3edaed413940cd20fba,egemaps_v02,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/egemaps_v02/visec_hf_000305.npy,9f7d0a4f76e85bac62dce55aba4686372aff01b2ff8938ec45fa01c9132ba839,88,float32,1.00000000,ok,
visec_hf_000305,305,0,sad,south,793f0066d63d4f29fa97b9c9ea36f0257cbee01c3db0b3edaed413940cd20fba,log_mel_80,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/log_mel_80/visec_hf_000305.npy,47c747960eb50cc80d21413040e55f9fa1e4dcdada9d0d2002a5f0210b9b7862,80x117,float32,1.00000000,ok,
visec_hf_000305,305,0,sad,south,793f0066d63d4f29fa97b9c9ea36f0257cbee01c3db0b3edaed413940cd20fba,pitch_contour,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/pitch_contour/visec_hf_000305.npz,8c9abdb2a8f8f2bea760879dd1ca119e0b8cb0a4e2923ae64d5af97b0f48412b,frames=117;summary=6,float32,0.55555556,ok,
visec_hf_000306,306,6,happy,central,b131a1a7fe7e938b75f3c5a3e50981059334c554175caac71789f6d65739262f,mfcc40_summary,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/mfcc40_summary/visec_hf_000306.npy,07cf1855619ccfeb90e0ea9146c9a17c2822b374d08a314b2e43bf8954986577,80,float32,1.00000000,ok,
visec_hf_000306,306,6,happy,central,b131a1a7fe7e938b75f3c5a3e50981059334c554175caac71789f6d65739262f,egemaps_v02,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/egemaps_v02/visec_hf_000306.npy,ab29015b906f9d27533dccaf037b1d618c5b12db446e06977b6130366919ef90,88,float32,1.00000000,ok,
visec_hf_000306,306,6,happy,central,b131a1a7fe7e938b75f3c5a3e50981059334c554175caac71789f6d65739262f,log_mel_80,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/log_mel_80/visec_hf_000306.npy,ee2f9fc7cdf7d9e2dae637440cc069135d063007f76870a49f50aa5d900a1eb9,80x513,float32,1.00000000,ok,
visec_hf_000306,306,6,happy,central,b131a1a7fe7e938b75f3c5a3e50981059334c554175caac71789f6d65739262f,pitch_contour,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/pitch_contour/visec_hf_000306.npz,dadfa04b400b8dd9a53497f808cbf9529c04ba2e2e612eba9c829d93d8f13470,frames=513;summary=6,float32,0.47953216,ok,
visec_hf_000307,307,0,sad,south,85250d913b307113bc8a77a7398f764b39c0820ec920ab0119a8aa8a4acfc227,mfcc40_summary,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/mfcc40_summary/visec_hf_000307.npy,d448edaf401d607cbc2620f3e2796f06c8140834ba12340cbe5931726f8f932a,80,float32,1.00000000,ok,
visec_hf_000307,307,0,sad,south,85250d913b307113bc8a77a7398f764b39c0820ec920ab0119a8aa8a4acfc227,egemaps_v02,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/egemaps_v02/visec_hf_000307.npy,10e2ea40fae5024b976ce1fe86fe11d014bd446ad0b4e20e1a0fce836b080159,88,float32,1.00000000,ok,
visec_hf_000307,307,0,sad,south,85250d913b307113bc8a77a7398f764b39c0820ec920ab0119a8aa8a4acfc227,log_mel_80,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/log_mel_80/visec_hf_000307.npy,f588054a93f1851cdc5764184bb9eaa4b0e00a5abe558d84b281b8f380905746,80x108,float32,1.00000000,ok,
visec_hf_000307,307,0,sad,south,85250d913b307113bc8a77a7398f764b39c0820ec920ab0119a8aa8a4acfc227,pitch_contour,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/pitch_contour/visec_hf_000307.npz,c63c11d0941b42c6e04eddbf382fc3f8511dbfaeb1ba81627990898229baf169,frames=108;summary=6,float32,0.59259259,ok,
visec_hf_000308,308,2,sad,south,be00096c6c2979eaf5b530b174e325f359aafbf0c448d6aa247ae3d4e0b2734a,mfcc40_summary,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/mfcc40_summary/visec_hf_000308.npy,f86048831a50762fea4e3246621c4f671daa86e5a6d81d89dc3ec67e07a39619,80,float32,1.00000000,ok,
visec_hf_000308,308,2,sad,south,be00096c6c2979eaf5b530b174e325f359aafbf0c448d6aa247ae3d4e0b2734a,egemaps_v02,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/egemaps_v02/visec_hf_000308.npy,1998413f4a1cd172a705cbef9f58adce6b3b24bfcaf24142d983c2acce394d79,88,float32,1.00000000,ok,
visec_hf_000308,308,2,sad,south,be00096c6c2979eaf5b530b174e325f359aafbf0c448d6aa247ae3d4e0b2734a,log_mel_80,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/log_mel_80/visec_hf_000308.npy,07324f89d2ae0d6da12d964c45cd676814fce30876fd62ce7cbd619fa3fc04f2,80x295,float32,1.00000000,ok,
visec_hf_000308,308,2,sad,south,be00096c6c2979eaf5b530b174e325f359aafbf0c448d6aa247ae3d4e0b2734a,pitch_contour,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/pitch_contour/visec_hf_000308.npz,15688b722018fbf4629712bf7252c701b1adfcc96415633647fa38ff6d6dbed6,frames=295;summary=6,float32,0.80000000,ok,
visec_hf_000309,309,70,sad,south,0cd84f8c842e37c6b0497fb2921bbba81a98dd8eaecb29824f9b741e0ac9b8b8,mfcc40_summary,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/mfcc40_summary/visec_hf_000309.npy,6259ae262410df25178fe43f0083e50ce350777a1c7d3040ccef56ecbc0ec098,80,float32,1.00000000,ok,
visec_hf_000309,309,70,sad,south,0cd84f8c842e37c6b0497fb2921bbba81a98dd8eaecb29824f9b741e0ac9b8b8,egemaps_v02,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/egemaps_v02/visec_hf_000309.npy,5b46949c6551aad1eec4497dd748ff7b6a491ba417c7ccae15d1e32a519e3f98,88,float32,1.00000000,ok,
visec_hf_000309,309,70,sad,south,0cd84f8c842e37c6b0497fb2921bbba81a98dd8eaecb29824f9b741e0ac9b8b8,log_mel_80,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/log_mel_80/visec_hf_000309.npy,3ecceaf44eabb6c5015263434c0fb225fb81e458ada60f40305f67d4e370aa5c,80x148,float32,1.00000000,ok,
visec_hf_000309,309,70,sad,south,0cd84f8c842e37c6b0497fb2921bbba81a98dd8eaecb29824f9b741e0ac9b8b8,pitch_contour,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/pitch_contour/visec_hf_000309.npz,624061491c76e15fbe8a872612465e96c6099d05f9ec251ce4bf2dc1e8f2a5d5,frames=148;summary=6,float32,0.47297297,ok,
visec_hf_000310,310,0,angry,south,2bfeed289f060bcc8e8f1d1ff78d58f00e7ea8f0e6342e76037b0bb731ee7138,mfcc40_summary,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/mfcc40_summary/visec_hf_000310.npy,44c4b340224705e00c825b42f47fae03a94c0f299625de38673840f92c35cabe,80,float32,1.00000000,ok,
visec_hf_000310,310,0,angry,south,2bfeed289f060bcc8e8f1d1ff78d58f00e7ea8f0e6342e76037b0bb731ee7138,egemaps_v02,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/egemaps_v02/visec_hf_000310.npy,4082b74f732f169252fcb240aa7b9b504a51064efc13ae3ec7e6fef2300ad5cf,88,float32,1.00000000,ok,
visec_hf_000310,310,0,angry,south,2bfeed289f060bcc8e8f1d1ff78d58f00e7ea8f0e6342e76037b0bb731ee7138,log_mel_80,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/log_mel_80/visec_hf_000310.npy,7096515dbee1b9c4313027ec29803ce3b86777b55652ce3de7bdb7d599b705e0,80x153,float32,1.00000000,ok,
visec_hf_000310,310,0,angry,south,2bfeed289f060bcc8e8f1d1ff78d58f00e7ea8f0e6342e76037b0bb731ee7138,pitch_contour,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/pitch_contour/visec_hf_000310.npz,6508808052349a2256db48195246c0bf90e05bdebdd0e32fa669101eb13bb77c,frames=153;summary=6,float32,0.65359477,ok,
visec_hf_000311,311,29,sad,north,0c896289ba090c52256b6e997d894dd657b6e00f92eb2638c5b12622f99980d6,mfcc40_summary,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/mfcc40_summary/visec_hf_000311.npy,dc5c235aa0a529f8262fee5e17b96e857494a9e32f0b820dae53eb2ad17ae96a,80,float32,1.00000000,ok,
visec_hf_000311,311,29,sad,north,0c896289ba090c52256b6e997d894dd657b6e00f92eb2638c5b12622f99980d6,egemaps_v02,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/egemaps_v02/visec_hf_000311.npy,37c15a869a0b492ba175fc435ff63967423dac71a944cec854e76fbab81df9c9,88,float32,1.00000000,ok,
visec_hf_000311,311,29,sad,north,0c896289ba090c52256b6e997d894dd657b6e00f92eb2638c5b12622f99980d6,log_mel_80,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/log_mel_80/visec_hf_000311.npy,fff8c118781f609047b79699d88130e073ec30af38caae8940540d29bd29e171,80x410,float32,1.00000000,ok,
visec_hf_000311,311,29,sad,north,0c896289ba090c52256b6e997d894dd657b6e00f92eb2638c5b12622f99980d6,pitch_contour,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/pitch_contour/visec_hf_000311.npz,1ddb1cbe37ee8cadc9a78c05d943ca670a6e00a8ecf842ef1bfb3d8551b517e4,frames=410;summary=6,float32,0.44390244,ok,
visec_hf_000312,312,23,angry,south,53e9dd41d324dab3aa122fba9d9c672fc01963fe0af5fd2fe6cd1964dbda925b,mfcc40_summary,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/mfcc40_summary/visec_hf_000312.npy,c9c9237271ac763fd7c27171f5cac32a616b74ec05b5c5d3c501f7726d783bf9,80,float32,1.00000000,ok,
visec_hf_000312,312,23,angry,south,53e9dd41d324dab3aa122fba9d9c672fc01963fe0af5fd2fe6cd1964dbda925b,egemaps_v02,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/egemaps_v02/visec_hf_000312.npy,2bd56927accd13ccaaf3eed70e286bfe40d28392897d2507ab88b6d8d3bc8f7c,88,float32,1.00000000,ok,
visec_hf_000312,312,23,angry,south,53e9dd41d324dab3aa122fba9d9c672fc01963fe0af5fd2fe6cd1964dbda925b,log_mel_80,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/log_mel_80/visec_hf_000312.npy,bbee43adb71d8bd15a553c013fe7af0d0e81c85a22c77b8dc99c4c182c726ce2,80x161,float32,1.00000000,ok,
visec_hf_000312,312,23,angry,south,53e9dd41d324dab3aa122fba9d9c672fc01963fe0af5fd2fe6cd1964dbda925b,pitch_contour,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/pitch_contour/visec_hf_000312.npz,bcb3d9fe2b993981c0a9c35a12e4cb07abb05523d19b2f745ad70095a5d54399,frames=161;summary=6,float32,0.77018634,ok,
visec_hf_000313,313,71,neutral,south,d0f44f5a8849d061698813320b3353b4a96c07dc9a4bd69737e051bf67d082b3,mfcc40_summary,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/mfcc40_summary/visec_hf_000313.npy,79fb5bccfe5f540cc4508f38e5fc6165a493710c0112ff0e0b1184e7f40390e3,80,float32,1.00000000,ok,
visec_hf_000313,313,71,neutral,south,d0f44f5a8849d061698813320b3353b4a96c07dc9a4bd69737e051bf67d082b3,egemaps_v02,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/egemaps_v02/visec_hf_000313.npy,f6db02bcd00955fbfa0bb810604512d5c75c9bc37fdec3d9496a1e4de4a4da18,88,float32,1.00000000,ok,
visec_hf_000313,313,71,neutral,south,d0f44f5a8849d061698813320b3353b4a96c07dc9a4bd69737e051bf67d082b3,log_mel_80,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/log_mel_80/visec_hf_000313.npy,e07e2083991584eff6982f391edb1ab6eb1dc50a6ca57fd0c84624527cc26037,80x231,float32,1.00000000,ok,
visec_hf_000313,313,71,neutral,south,d0f44f5a8849d061698813320b3353b4a96c07dc9a4bd69737e051bf67d082b3,pitch_contour,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/pitch_contour/visec_hf_000313.npz,f8004b0c511d345ed9a5796e4261caf6df99dd2787418108f364812e30b13191,frames=231;summary=6,float32,0.71428571,ok,
visec_hf_000314,314,57,sad,north,7773688fcb7525158e6d1ff29b8f201fdd5397c9e7b256582ea3f79f991d1391,mfcc40_summary,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/mfcc40_summary/visec_hf_000314.npy,7d0c3f6d5a6fc01faa8cb934f9823da87686510ef35d6442e04d56afd236712c,80,float32,1.00000000,ok,
visec_hf_000314,314,57,sad,north,7773688fcb7525158e6d1ff29b8f201fdd5397c9e7b256582ea3f79f991d1391,egemaps_v02,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/egemaps_v02/visec_hf_000314.npy,16d120e8d48e34828977fe0b00ebe0fb97ce3f61505489e140961a5f68273e97,88,float32,1.00000000,ok,
visec_hf_000314,314,57,sad,north,7773688fcb7525158e6d1ff29b8f201fdd5397c9e7b256582ea3f79f991d1391,log_mel_80,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/log_mel_80/visec_hf_000314.npy,5a55ca24063287b2857041a1471451ea0ff63eb71da395d739fa8c91d8412a4e,80x199,float32,1.00000000,ok,
visec_hf_000314,314,57,sad,north,7773688fcb7525158e6d1ff29b8f201fdd5397c9e7b256582ea3f79f991d1391,pitch_contour,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/pitch_contour/visec_hf_000314.npz,80a697f5edc497decdae0f8159c716b30fd82f0c8d953e494207a4d00ad44d57,frames=199;summary=6,float32,0.81909548,ok,
visec_hf_000315,315,29,happy,north,4be0aa4bc42a294672d31dd0650f4f9ea88dbdb8a6e41066b2a5af4f27556d76,mfcc40_summary,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/mfcc40_summary/visec_hf_000315.npy,348c62dee82a0e577e30e9e9d80a20e0ccfe94ceaaacf92b2a90bef5bc8a728f,80,float32,1.00000000,ok,
visec_hf_000315,315,29,happy,north,4be0aa4bc42a294672d31dd0650f4f9ea88dbdb8a6e41066b2a5af4f27556d76,egemaps_v02,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/egemaps_v02/visec_hf_000315.npy,9e33938a6307513026fc9204cad29393c597cdcb5833b5fed4cb1c06e01a81f2,88,float32,1.00000000,ok,
visec_hf_000315,315,29,happy,north,4be0aa4bc42a294672d31dd0650f4f9ea88dbdb8a6e41066b2a5af4f27556d76,log_mel_80,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/log_mel_80/visec_hf_000315.npy,38f99c33acb670a645db130b04d0a9c499f5a792666cfb420943ba6d050bfd95,80x321,float32,1.00000000,ok,
visec_hf_000315,315,29,happy,north,4be0aa4bc42a294672d31dd0650f4f9ea88dbdb8a6e41066b2a5af4f27556d76,pitch_contour,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/pitch_contour/visec_hf_000315.npz,3adf151b68069ade0128b18ebe58e5732f87ff9b62ecb85eaa6130176de2c91c,frames=321;summary=6,float32,0.54517134,ok,
visec_hf_000316,316,0,sad,south,8f70151d1f4cad2ade13fe8d87e4c8b7110c6f2ef83e835756f44f6a5b7cae70,mfcc40_summary,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/mfcc40_summary/visec_hf_000316.npy,b328cc1890ee9f702fb027a13fbe148cc988ea542dfc658984e396583b59e5c8,80,float32,1.00000000,ok,
visec_hf_000316,316,0,sad,south,8f70151d1f4cad2ade13fe8d87e4c8b7110c6f2ef83e835756f44f6a5b7cae70,egemaps_v02,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/egemaps_v02/visec_hf_000316.npy,b655c9fd6e21167216b851ffe17fc8cf6e95f35badcc767995c4f4cb8295a0ee,88,float32,1.00000000,ok,
